release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
2019,0.737,0.86,8.0,-2.652,0.0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,4.0,193227.0
2019,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,4.0,213594.0
2019,0.691,0.64,0.0,-6.441,1.0,0.369,0.511,0.0,0.409,0.163,138.672,4.0,202040.0
2019,0.608,0.709,7.0,-6.175,1.0,0.374,0.119,0.0,0.337,0.709,105.742,4.0,272069.0
2019,0.682,0.559,0.0,-5.545,1.0,0.127,0.174,0.0,0.344,0.137,202.015,4.0,192471.0
2019,0.852,0.666,11.0,-6.923,0.0,0.184,0.135,0.0,0.798,0.726,91.046,4.0,207760.0
2019,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0507,0.0,0.179,0.432,88.039,3.0,177391.0
2019,0.739,0.85,2.0,-3.966,1.0,0.0308,0.0272,0.0,0.181,0.883,113.0,4.0,168960.0
2019,0.631,0.796,1.0,-5.35,1.0,0.0401,0.000245,0.0115,0.38,0.596,92.469,4.0,209120.0
2019,0.67,0.661,3.0,-6.798,0.0,0.0466,0.704,0.0,0.217,0.425,119.985,4.0,201730.0
2019,0.443,0.406,5.0,-9.064,1.0,0.0391,0.00903,0.0,0.0979,0.0558,80.896,4.0,273120.0
2019,0.565,0.243,2.0,-8.367,1.0,0.0317,0.758,8.82e-06,0.285,0.239,81.655,4.0,243267.0
2018,0.741,0.645,11.0,-5.116,0.0,0.0963,0.192,0.0,0.163,0.488,149.07,4.0,231964.0
2018,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,4.0,170770.0
2018,0.791,0.587,3.0,-5.075,0.0,0.0413,0.407,0.0,0.148,0.536,96.057,4.0,179449.0
2019,0.761,0.586,0.0,-5.368,1.0,0.359,0.0392,0.0,0.0558,0.719,149.804,4.0,169147.0
2019,0.626,0.516,8.0,-6.05,1.0,0.0388,0.4,0.0,0.142,0.769,153.653,4.0,192053.0
2019,0.642,0.647,7.0,-6.312,0.0,0.428,0.517,0.0,0.0649,0.664,120.749,4.0,217867.0
2019,0.746,0.497,1.0,-5.785,1.0,0.149,0.00944,8.6e-05,0.101,0.25,160.051,4.0,157816.0
2018,0.656,0.432,6.0,-9.481,0.0,0.217,0.443,0.0,0.132,0.0897,97.022,4.0,222374.0
2019,0.682,0.866,6.0,-4.132,0.0,0.0588,0.00461,0.00147,0.149,0.527,91.017,4.0,219080.0
2017,0.511,0.363,4.0,-7.65,0.0,0.041,0.816,0.0317,0.084,0.169,144.892,4.0,200379.0
2019,0.661,0.395,7.0,-5.242,1.0,0.0333,0.873,0.0,0.112,0.679,82.028,4.0,204880.0
2019,0.694,0.759,10.0,-5.667,0.0,0.398,0.137,0.0,0.167,0.77,140.055,4.0,245387.0
2019,0.747,0.57,1.0,-6.711,1.0,0.081,0.0642,0.0,0.0832,0.65,133.992,4.0,200890.0
2019,0.817,0.814,2.0,-3.985,1.0,0.185,0.32,0.0,0.152,0.247,109.994,4.0,196800.0
2017,0.606,0.652,9.0,-6.982,1.0,0.0281,0.323,0.0,0.201,0.476,97.155,4.0,182493.0
2019,0.95,0.624,8.0,-5.725,0.0,0.168,0.00126,1.23e-06,0.0715,0.86,135.985,4.0,228186.0
2019,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,4.0,190440.0
2019,0.791,0.565,5.0,-3.933,0.0,0.0439,0.0623,0.0,0.156,0.181,99.961,4.0,156347.0
2017,0.423,0.813,9.0,-5.011,1.0,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,4.0,211720.0
2018,0.799,0.699,2.0,-7.694,1.0,0.204,0.00867,0.0,0.132,0.627,142.979,4.0,214851.0
2019,0.479,0.63,7.0,-5.628,0.0,0.133,0.0314,0.0,0.073,0.227,117.988,5.0,275276.0
2019,0.785,0.572,2.0,-7.504,1.0,0.123,0.0598,0.0,0.218,0.49,100.016,4.0,235284.0
2019,0.646,0.899,6.0,-2.232,1.0,0.298,0.0337,0.0,0.232,0.685,164.119,4.0,219507.0
2019,0.661,0.723,5.0,-6.976,0.0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,4.0,163805.0
2019,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4.0,196077.0
2019,0.74,0.488,1.0,-7.664,0.0,0.27,0.234,0.0,0.241,0.584,149.042,4.0,120133.0
2018,0.643,0.72,2.0,-7.146,1.0,0.0527,0.014,0.0,0.0834,0.491,96.028,4.0,192840.0
2020,0.552,0.638,1.0,-7.474,1.0,0.11,0.387,0.00014,0.374,0.332,167.834,4.0,180019.0
2019,0.433,0.905,11.0,-2.171,1.0,0.101,0.00803,0.0,0.337,0.375,148.149,4.0,237203.0
2019,0.673,0.752,2.0,-3.572,0.0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,4.0,201818.0
2019,0.671,0.833,5.0,-5.152,0.0,0.395,0.0825,0.0,0.0726,0.702,79.351,4.0,233278.0
2018,0.551,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,4.0,193200.0
2018,0.676,0.578,10.0,-4.669,0.0,0.375,0.0509,0.0,0.0796,0.698,158.896,4.0,203881.0
2019,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,4.0,193143.0
2019,0.835,0.659,4.0,-5.696,1.0,0.31,0.0123,0.0,0.372,0.579,129.93,4.0,195257.0
2019,0.592,0.873,9.0,-5.65,1.0,0.0275,0.0715,0.00982,0.142,0.516,122.011,4.0,277262.0
2019,0.881,0.549,10.0,-5.589,1.0,0.272,0.0091,0.0,0.137,0.202,144.019,4.0,204520.0
2019,0.443,0.538,1.0,-5.477,1.0,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,4.0,213307.0
2019,0.434,0.314,10.0,-7.78,0.0,0.0577,0.786,0.0,0.163,0.347,175.077,4.0,178160.0
2019,0.551,0.609,7.0,-8.975,1.0,0.143,0.368,0.000154,0.192,0.324,139.084,4.0,104013.0
2019,0.801,0.774,1.0,-5.125,1.0,0.157,0.0365,3.03e-06,0.114,0.321,144.988,4.0,150760.0
2018,0.759,0.73,0.0,-7.985,0.0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,4.0,268434.0
2020,0.884,0.936,1.0,-3.931,1.0,0.167,0.206,0.0,0.262,0.758,120.004,4.0,236501.0
2019,0.645,0.862,11.0,-4.761,0.0,0.0845,0.0933,0.0,0.193,0.803,119.947,4.0,229773.0
2019,0.664,0.848,2.0,-3.528,1.0,0.0661,0.00765,0.0,0.149,0.702,136.144,4.0,137173.0
2019,0.751,0.756,9.0,-5.453,0.0,0.0375,0.257,0.0,0.0582,0.644,129.954,4.0,162528.0
2016,0.63,0.754,2.0,-3.564,1.0,0.0284,0.0963,0.0,0.268,0.73,95.999,4.0,172253.0
2018,0.837,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.274,145.972,4.0,288624.0
2018,0.906,0.382,10.0,-12.89,0.0,0.269,0.18,0.0,0.113,0.391,104.025,4.0,129264.0
2019,0.351,0.956,7.0,-1.996,1.0,0.245,0.0949,0.0,0.226,0.446,83.655,4.0,176875.0
2019,0.51,0.846,3.0,-4.595,1.0,0.0461,0.0101,0.0,0.208,0.475,139.927,4.0,226733.0
2019,0.674,0.881,9.0,-2.853,1.0,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4.0,178480.0
2019,0.694,0.664,2.0,-4.649,1.0,0.05,0.639,0.0,0.0929,0.676,95.941,4.0,281500.0
2019,0.837,0.791,4.0,-3.157,0.0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,4.0,184436.0
2019,0.661,0.44,2.0,-9.104,1.0,0.0803,0.457,0.0,0.128,0.352,149.937,4.0,230400.0
2019,0.844,0.644,11.0,-6.273,0.0,0.0479,0.0828,0.0,0.113,0.591,122.061,4.0,169038.0
2018,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,4.0,235545.0
2019,0.826,0.579,8.0,-8.241,0.0,0.0801,0.00881,0.0,0.129,0.431,121.075,4.0,212013.0
2019,0.362,0.714,9.0,-3.07,0.0,0.0835,0.269,0.0,0.21,0.309,67.4,4.0,206499.0
2019,0.614,0.685,10.0,-3.684,1.0,0.147,0.0133,0.0,0.313,0.61,94.9,4.0,255102.0
2019,0.36,0.391,6.0,-10.6,1.0,0.0528,0.296,0.000406,0.129,0.162,84.281,4.0,177227.0
2019,0.467,0.672,10.0,-7.371,0.0,0.377,0.00559,0.243,0.607,0.0648,163.1,4.0,200693.0
2019,0.621,0.73,5.0,-5.414,0.0,0.107,0.0967,0.000131,0.673,0.464,139.566,4.0,195320.0
2019,0.417,0.689,2.0,-8.302,0.0,0.178,0.575,0.0,0.496,0.505,79.568,4.0,210253.0
2019,0.458,0.909,1.0,-6.553,1.0,0.487,0.0567,4.26e-06,0.11,0.449,118.227,4.0,205627.0
2019,0.508,0.557,8.0,-8.967,0.0,0.0478,0.00235,0.0134,0.588,0.199,77.572,4.0,179013.0
2019,0.515,0.802,2.0,-2.655,0.0,0.283,0.18,0.0,0.241,0.279,76.069,4.0,153337.0
2018,0.517,0.776,11.0,-5.271,1.0,0.0362,0.0144,0.0,0.113,0.448,96.002,4.0,216533.0
2018,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,4.0,196373.0
2018,0.897,0.662,1.0,-6.903,0.0,0.292,0.0852,0.0,0.534,0.389,112.511,4.0,145543.0
2019,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,4.0,207320.0
2017,0.829,0.886,8.0,-1.746,1.0,0.112,0.259,0.0,0.0559,0.777,115.056,4.0,80927.0
2019,0.424,0.837,7.0,-4.453,1.0,0.0472,0.0373,0.0,0.0665,0.554,180.175,4.0,187000.0
2018,0.512,0.512,4.0,-6.008,0.0,0.285,0.654,0.0,0.148,0.434,95.11,1.0,201609.0
2020,0.576,0.736,11.0,-7.572,1.0,0.224,0.178,0.0,0.238,0.484,101.928,4.0,162587.0
2019,0.678,0.533,4.0,-10.485,1.0,0.186,0.462,0.219,0.139,0.323,150.455,4.0,180953.0
2019,0.802,0.645,5.0,-6.181,0.0,0.0715,0.272,0.0,0.119,0.376,100.001,4.0,157202.0
2019,0.853,0.351,7.0,-10.198,1.0,0.241,0.39,9.38e-06,0.752,0.282,118.028,4.0,221543.0
2019,0.852,0.432,1.0,-8.04,0.0,0.501,0.0599,0.0,0.146,0.258,140.042,4.0,236571.0
2019,0.592,0.584,8.0,-6.232,0.0,0.0893,0.158,2.63e-06,0.132,0.447,88.073,4.0,245893.0
2018,0.688,0.656,4.0,-5.541,0.0,0.276,0.218,0.0,0.115,0.365,160.414,4.0,157657.0
2018,0.575,0.758,1.0,-5.029,0.0,0.0618,0.0954,0.0,0.394,0.493,144.107,4.0,182623.0
2018,0.494,0.632,5.0,-6.89,1.0,0.0342,0.682,0.0,0.0869,0.0797,147.873,4.0,274693.0
2018,0.581,0.662,9.0,-5.239,1.0,0.303,0.0153,0.0,0.111,0.434,93.023,4.0,189487.0
2019,0.507,0.644,4.0,-7.485,1.0,0.0641,0.00413,0.0,0.217,0.172,179.913,4.0,211267.0
2019,0.75,0.567,0.0,-6.4,1.0,0.48,0.137,0.0,0.109,0.398,151.895,4.0,151574.0
2019,0.741,0.845,5.0,-3.568,0.0,0.0381,0.15,0.0,0.174,0.926,129.939,4.0,233613.0
2019,0.807,0.803,11.0,-4.156,1.0,0.126,0.602,0.00853,0.136,0.706,91.987,4.0,258800.0
2018,0.935,0.552,10.0,-9.373,0.0,0.335,0.111,0.0,0.0952,0.615,99.993,4.0,145627.0
2018,0.596,0.854,7.0,-5.114,0.0,0.463,0.0169,0.0,0.124,0.152,120.274,4.0,203418.0
2019,0.906,0.545,11.0,-4.977,0.0,0.344,0.181,0.0,0.091,0.543,139.932,4.0,186827.0
2019,0.81,0.625,11.0,-3.593,0.0,0.071,0.0407,1.53e-06,0.118,0.598,100.019,4.0,137448.0
2019,0.885,0.492,1.0,-6.015,1.0,0.367,0.00172,7.79e-05,0.081,0.203,156.958,4.0,107147.0
2019,0.368,0.321,3.0,-5.904,1.0,0.0272,0.769,0.0,0.135,0.0673,139.001,4.0,188120.0
2019,0.763,0.835,2.0,-5.234,0.0,0.191,0.323,0.00221,0.225,0.645,131.875,4.0,191050.0
2018,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,4.0,231267.0
2018,0.383,0.637,3.0,-6.993,1.0,0.0703,0.0722,0.0,0.368,0.0827,177.913,4.0,260773.0
2019,0.532,0.704,5.0,-3.895,0.0,0.26,0.093,0.0,0.184,0.591,96.004,4.0,186344.0
2018,0.551,0.44,10.0,-8.559,1.0,0.0985,0.606,3.02e-05,0.11,0.341,167.923,4.0,210667.0
2018,0.964,0.487,10.0,-6.071,0.0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,4.0,154024.0
2018,0.579,0.511,8.0,-6.788,1.0,0.0293,0.254,0.0,0.099,0.594,78.003,4.0,230973.0
2019,0.939,0.305,8.0,-10.952,0.0,0.354,0.35,0.000169,0.105,0.563,100.029,4.0,179889.0
2019,0.521,0.125,9.0,-17.832,1.0,0.239,0.751,0.00207,0.265,0.0528,111.554,4.0,243725.0
2018,0.565,0.825,10.0,-4.245,1.0,0.0417,0.00303,0.0,0.0779,0.609,160.003,4.0,218733.0
2018,0.817,0.539,6.0,-6.349,0.0,0.0621,0.0141,0.000496,0.099,0.158,97.062,4.0,210368.0
2018,0.489,0.581,11.0,-5.731,1.0,0.0281,0.0312,0.0,0.132,0.494,86.016,4.0,196747.0
2018,0.95,0.59,8.0,-6.508,0.0,0.29,0.00534,0.0,0.11,0.219,130.003,4.0,183527.0
2019,0.448,0.871,7.0,-4.911,1.0,0.0349,0.00182,1.72e-05,0.0832,0.404,156.049,4.0,274615.0
2018,0.604,0.436,2.0,-8.32,1.0,0.188,0.0544,0.000242,0.162,0.239,107.978,4.0,361280.0
2019,0.442,0.579,5.0,-6.484,1.0,0.145,0.489,1.04e-06,0.126,0.546,83.336,4.0,183428.0
2018,0.711,0.746,1.0,-4.224,1.0,0.253,0.0289,0.0,0.371,0.279,96.024,4.0,225573.0
2019,0.616,0.877,1.0,-4.223,1.0,0.0347,0.00258,2.56e-06,0.114,0.94,127.981,4.0,194427.0
2019,0.577,0.578,0.0,-9.146,0.0,0.0907,0.547,0.59,0.264,0.367,84.963,4.0,163973.0
2019,0.729,0.545,0.0,-7.818,1.0,0.0316,0.0174,0.000274,0.369,0.514,103.012,4.0,177067.0
2019,0.892,0.507,0.0,-8.282,1.0,0.378,0.704,3.14e-05,0.109,0.695,143.96,4.0,158587.0
2019,0.697,0.551,11.0,-8.833,1.0,0.0815,0.258,0.00551,0.124,0.219,89.0,4.0,165840.0
2019,0.432,0.52,1.0,-5.515,0.0,0.0548,0.277,0.371,0.138,0.303,164.047,4.0,231653.0
2019,0.77,0.775,8.0,-4.65,0.0,0.0349,0.178,0.0,0.0651,0.848,124.013,4.0,256440.0
2018,0.512,0.734,8.0,-5.448,0.0,0.438,0.431,0.0,0.226,0.168,93.995,4.0,245813.0
2018,0.597,0.755,4.0,-2.209,0.0,0.052,0.0423,0.0,0.582,0.0467,89.146,4.0,238333.0
2018,0.861,0.603,8.0,-5.788,0.0,0.176,0.0521,0.0,0.0924,0.504,98.043,4.0,228760.0
2019,0.421,0.131,0.0,-18.435,1.0,0.0382,0.952,0.00453,0.109,0.12,137.446,4.0,291796.0
2019,0.855,0.423,5.0,-15.044,0.0,0.0585,0.724,0.469,0.0896,0.572,120.02,4.0,156371.0
2019,0.319,0.0561,0.0,-23.023,1.0,0.045,0.935,0.00384,0.388,0.082,79.764,3.0,242652.0
2019,0.735,0.235,3.0,-13.239,1.0,0.315,0.698,0.00604,0.107,0.462,62.446,4.0,173202.0
2018,0.788,0.842,4.0,-4.006,0.0,0.142,0.121,0.00112,0.166,0.481,190.077,4.0,166476.0
2018,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,4.0,200186.0
2019,0.541,0.468,10.0,-4.039,0.0,0.362,0.404,3.65e-06,0.358,0.69,95.266,4.0,158027.0
2017,0.616,0.474,10.0,-9.608,1.0,0.0266,0.192,0.00762,0.0989,0.493,142.689,4.0,210133.0
2018,0.543,0.88,3.0,-4.204,0.0,0.0365,0.035,0.000227,0.304,0.483,144.057,4.0,193067.0
2018,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,4.0,253390.0
2018,0.842,0.801,8.0,-4.167,0.0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4.0,212500.0
2019,0.634,0.808,3.0,-4.12,1.0,0.0517,0.192,0.0,0.0898,0.937,82.016,4.0,186867.0
2019,0.768,0.574,6.0,-6.104,0.0,0.136,0.384,1.65e-05,0.336,0.278,74.949,4.0,217776.0
2019,0.806,0.756,7.0,-4.093,0.0,0.208,0.385,0.0,0.11,0.637,141.97,4.0,283867.0
2018,0.592,0.891,10.0,-3.144,1.0,0.0512,0.0267,0.0,0.352,0.674,99.983,4.0,174255.0
2019,0.942,0.382,10.0,-8.099,1.0,0.564,0.00192,0.0,0.092,0.379,100.017,4.0,177864.0
2019,0.649,0.453,6.0,-7.28,1.0,0.085,0.627,0.0,0.116,0.431,99.183,4.0,181891.0
2019,0.699,0.687,7.0,-3.997,0.0,0.106,0.308,3.63e-05,0.121,0.499,88.933,4.0,189977.0
2019,0.407,0.612,5.0,-4.387,0.0,0.13,0.288,0.0,0.198,0.488,96.943,4.0,185000.0
2018,0.91,0.366,1.0,-9.954,1.0,0.0941,0.0996,0.0,0.261,0.74,119.985,4.0,152000.0
2019,0.514,0.618,11.0,-4.585,0.0,0.0317,0.175,0.0,0.117,0.401,84.259,4.0,150333.0
2018,0.523,0.865,7.0,-4.697,1.0,0.0989,0.0112,0.0,0.153,0.325,135.115,4.0,228640.0
2019,0.905,0.492,8.0,-8.953,0.0,0.0936,0.0177,0.0,0.0994,0.605,140.076,4.0,178993.0
2018,0.75,0.665,8.0,-3.083,1.0,0.124,0.265,0.0,0.0515,0.697,95.239,4.0,219357.0
2019,0.623,0.607,1.0,-5.937,0.0,0.0435,0.426,0.0,0.105,0.263,84.982,4.0,208518.0
2018,0.8,0.578,4.0,-5.144,0.0,0.0485,0.00381,0.0,0.359,0.367,143.01,4.0,204665.0
2019,0.674,0.726,11.0,-3.813,0.0,0.141,0.125,1.56e-06,0.115,0.443,160.067,4.0,144090.0
2017,0.515,0.948,0.0,-1.721,1.0,0.0438,0.0106,0.0,0.134,0.752,159.983,4.0,235266.0
2019,0.709,0.662,8.0,-4.55,1.0,0.0767,0.00966,0.0,0.108,0.439,150.047,4.0,218349.0
2019,0.61,0.725,8.0,-5.131,1.0,0.15,0.367,0.0,0.154,0.291,146.163,4.0,201788.0
2018,0.553,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.764,0.296,129.976,4.0,210200.0
2019,0.792,0.743,7.0,-2.806,1.0,0.0851,0.107,0.0,0.183,0.742,150.024,4.0,195637.0
2018,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,4.0,183907.0
2017,0.671,0.724,7.0,-5.61,1.0,0.0244,0.292,0.0,0.231,0.801,99.976,4.0,188613.0
2019,0.936,0.559,7.0,-8.587,0.0,0.157,0.479,0.0,0.128,0.527,112.347,4.0,241440.0
2019,0.793,0.399,7.0,-7.428,1.0,0.0951,0.12,0.0,0.124,0.0379,121.949,4.0,226600.0
2018,0.736,0.67,10.0,-6.702,1.0,0.311,0.186,0.0,0.114,0.845,130.032,4.0,169999.0
2019,0.647,0.309,7.0,-7.948,0.0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,4.0,171573.0
2018,0.538,0.409,9.0,-6.581,0.0,0.0505,0.172,0.0,0.11,0.265,171.838,4.0,205440.0
2019,0.796,0.467,11.0,-6.293,1.0,0.34,0.202,3.32e-05,0.206,0.4,179.974,3.0,173760.0
2018,0.796,0.68,10.0,-4.853,0.0,0.353,0.0886,0.0,0.268,0.565,164.932,4.0,190466.0
2019,0.844,0.513,1.0,-8.769,1.0,0.335,0.178,0.0,0.0845,0.344,128.085,4.0,244941.0
2018,0.451,0.34,7.0,-7.466,1.0,0.031,0.763,2.49e-06,0.135,0.221,110.502,4.0,281067.0
2019,0.883,0.544,2.0,-7.92,1.0,0.233,0.507,1.6e-06,0.08,0.114,129.993,4.0,276794.0
2019,0.747,0.458,6.0,-6.891,1.0,0.303,0.451,0.0,0.252,0.47,75.029,4.0,182000.0
2019,0.829,0.73,6.0,-4.554,0.0,0.241,0.309,0.0,0.109,0.324,149.075,4.0,180780.0
2019,0.948,0.396,5.0,-8.08,0.0,0.173,0.00335,0.0,0.192,0.593,104.006,4.0,240000.0
2019,0.914,0.415,6.0,-10.708,1.0,0.464,0.0536,0.0,0.131,0.646,135.03,4.0,241995.0
2019,0.868,0.657,7.0,-5.318,0.0,0.0745,0.197,0.0,0.105,0.508,125.905,4.0,139644.0
2018,0.575,0.571,1.0,-7.906,1.0,0.0439,0.0558,0.0,0.0912,0.449,105.049,4.0,197947.0
2019,0.861,0.481,2.0,-7.309,1.0,0.343,0.125,1.38e-05,0.0903,0.188,146.992,4.0,195736.0
2018,0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,4.0,217467.0
2019,0.729,0.475,8.0,-4.985,1.0,0.0364,0.378,0.0,0.12,0.371,62.52,3.0,212267.0
2019,0.959,0.539,4.0,-6.611,0.0,0.0958,0.172,0.0,0.108,0.657,103.0,4.0,204516.0
2019,0.847,0.579,1.0,-5.314,1.0,0.0719,0.0268,0.0545,0.102,0.569,137.998,4.0,267107.0
2019,0.912,0.587,7.0,-7.395,1.0,0.0582,0.0394,0.01,0.111,0.435,143.027,4.0,179022.0
2019,0.758,0.665,2.0,-5.188,0.0,0.0774,0.0815,0.000157,0.216,0.643,151.976,4.0,216893.0
2021,0.548,0.483,4.0,-9.102,1.0,0.0268,0.515,0.0674,0.0922,0.166,159.952,4.0,286387.0
2019,0.45,0.619,9.0,-7.412,1.0,0.372,0.329,0.0,0.319,0.427,83.3,4.0,208880.0
2019,0.658,0.671,2.0,-12.21,1.0,0.0363,0.0933,0.000927,0.115,0.166,100.966,4.0,202093.0
2019,0.287,0.364,9.0,-8.295,1.0,0.0306,0.418,1.8e-05,0.185,0.11,103.777,4.0,271467.0
2017,0.705,0.531,1.0,-7.031,1.0,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,4.0,178333.0
2019,0.662,0.6,0.0,-6.402,1.0,0.0703,0.173,0.000137,0.109,0.331,134.979,4.0,222947.0
2017,0.752,0.764,1.0,-4.399,1.0,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,4.0,163216.0
2019,0.745,0.693,2.0,-5.479,0.0,0.034,0.339,0.0,0.123,0.248,98.039,4.0,181900.0
2018,0.785,0.554,0.0,-6.571,1.0,0.0409,0.283,3.4e-06,0.116,0.144,128.047,4.0,150043.0
2019,0.671,0.714,7.0,-5.373,1.0,0.21,0.0844,1.48e-06,0.0568,0.477,105.137,3.0,140693.0
2020,0.711,0.696,7.0,-5.05,1.0,0.0869,0.16,0.0,0.17,0.694,80.512,4.0,189533.0
2018,0.703,0.723,9.0,-5.45,0.0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,4.0,198903.0
2018,0.736,0.622,6.0,-4.653,0.0,0.133,0.0235,0.0,0.151,0.506,191.971,4.0,192779.0
2018,0.743,0.87,1.0,-2.188,1.0,0.212,0.0595,0.0,0.299,0.884,99.079,4.0,194184.0
2018,0.609,0.807,5.0,-7.221,1.0,0.0972,0.00403,5.42e-06,0.0926,0.492,119.073,4.0,238493.0
2018,0.735,0.453,8.0,-8.264,0.0,0.0602,0.413,0.0,0.104,0.335,115.002,4.0,217387.0
2018,0.665,0.699,11.0,-5.265,1.0,0.0578,0.423,0.0,0.0969,0.585,124.896,4.0,190932.0
2018,0.698,0.66,0.0,-7.883,1.0,0.052,0.0226,0.0,0.0622,0.451,159.949,4.0,248521.0
2018,0.581,0.197,3.0,-7.697,1.0,0.0329,0.88,0.0,0.107,0.349,130.367,4.0,214293.0
2016,0.631,0.953,2.0,-3.739,1.0,0.0343,0.0241,0.0155,0.108,0.422,141.99,4.0,273803.0
2018,0.568,0.656,8.0,-5.413,1.0,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,4.0,198160.0
2018,0.477,0.61,11.0,-5.628,0.0,0.144,0.225,0.0,0.107,0.358,79.882,4.0,213993.0
2018,0.708,0.648,6.0,-5.626,1.0,0.0449,0.0956,0.0,0.134,0.338,143.955,4.0,201707.0
2018,0.638,0.717,2.0,-4.722,1.0,0.0337,0.346,0.0,0.105,0.249,100.027,4.0,180000.0
2019,0.734,0.683,1.0,-6.105,1.0,0.0776,0.013,0.0,0.28,0.445,162.038,4.0,228367.0
2018,0.612,0.601,8.0,-7.089,1.0,0.164,0.168,0.0,0.117,0.525,147.018,4.0,223543.0
2019,0.712,0.891,2.0,-6.457,1.0,0.24,0.0557,0.0,0.134,0.799,170.13,4.0,225920.0
2018,0.765,0.704,5.0,-4.589,0.0,0.127,0.0215,0.0,0.227,0.498,147.055,4.0,192172.0
2019,0.781,0.597,10.0,-6.794,0.0,0.23,0.0415,0.0,0.152,0.544,158.043,4.0,149949.0
2018,0.629,0.464,4.0,-8.72,1.0,0.0334,0.75,0.0,0.0853,0.523,156.051,4.0,195053.0
2019,0.68,0.313,3.0,-13.672,0.0,0.0347,0.582,0.0,0.19,0.405,135.034,4.0,144724.0
2019,0.8,0.526,8.0,-5.153,1.0,0.0716,0.334,0.00174,0.0571,0.746,129.874,4.0,150475.0
2017,0.458,0.897,9.0,-4.879,1.0,0.0402,0.0183,0.0,0.174,0.728,160.131,4.0,212067.0
2018,0.704,0.611,2.0,-6.112,1.0,0.0409,0.217,0.0,0.0812,0.22,100.0,4.0,189467.0
2019,0.824,0.595,11.0,-6.346,1.0,0.091,0.0571,3.7e-06,0.0876,0.157,140.039,4.0,137134.0
2019,0.571,0.556,1.0,-5.857,1.0,0.223,0.0662,0.000149,0.137,0.0762,155.465,4.0,291334.0
2018,0.455,0.292,0.0,-6.792,1.0,0.0563,0.889,0.0,0.106,0.43,84.339,5.0,178467.0
2019,0.66,0.55,4.0,-6.744,1.0,0.184,0.164,0.000204,0.199,0.299,130.004,4.0,167673.0
2019,0.953,0.38,8.0,-4.941,1.0,0.261,0.00957,0.0,0.127,0.128,133.941,4.0,116847.0
2019,0.728,0.628,1.0,-4.766,1.0,0.191,0.01,6.53e-05,0.0735,0.393,160.94,4.0,189428.0
2018,0.588,0.67,0.0,-6.439,1.0,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,4.0,238173.0
2019,0.628,0.751,1.0,-7.041,0.0,0.0991,0.0105,0.0,0.119,0.44,159.965,3.0,222013.0
2019,0.853,0.805,11.0,-3.331,0.0,0.202,0.146,0.0515,0.204,0.879,134.55,4.0,131756.0
2018,0.533,0.907,11.0,-3.793,1.0,0.0406,0.0292,0.0,0.386,0.7,150.99,4.0,183160.0
2018,0.656,0.542,7.0,-7.358,1.0,0.323,0.0484,0.0,0.126,0.551,166.111,4.0,141587.0
2018,0.808,0.617,10.0,-9.32,0.0,0.442,0.113,0.0,0.734,0.632,149.962,4.0,166400.0
