release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
1984,0.607,0.526,9.0,-10.324,0.0,0.037,0.376,0.0,0.14,0.603,133.62,4.0,249933.0
1984,0.744,0.94,0.0,-3.973,1.0,0.0387,0.316,0.00365,0.108,0.875,131.876,4.0,246773.0
1986,0.71,0.378,5.0,-13.162,1.0,0.068,0.565,0.0,0.146,0.118,121.242,4.0,282080.0
1983,0.733,0.563,0.0,-9.03,1.0,0.0336,0.381,6.42e-06,0.0572,0.563,109.965,4.0,241920.0
1984,0.671,0.802,8.0,-5.792,0.0,0.0691,0.635,0.00069,0.119,0.492,104.401,4.0,316747.0
2020,0.519,0.925,1.0,-8.267,1.0,0.0343,0.0445,0.000973,0.359,0.855,143.027,4.0,210480.0
1983,0.536,0.869,7.0,-4.56,1.0,0.151,0.449,2.16e-06,0.635,0.425,122.218,4.0,256280.0
1983,0.53,0.864,4.0,-4.948,0.0,0.061,0.000753,0.000459,0.354,0.484,166.312,4.0,288533.0
1983,0.668,0.73,10.0,-7.182,1.0,0.0366,0.225,0.0,0.188,0.894,92.049,4.0,252773.0
1984,0.753,0.716,5.0,-11.656,1.0,0.0425,0.192,0.0861,0.0677,0.807,112.336,4.0,255400.0
1983,0.684,0.849,11.0,-6.562,0.0,0.0478,0.138,0.0,0.636,0.75,124.988,4.0,228707.0
2006,0.709,0.687,10.0,-10.462,0.0,0.0519,0.000893,0.000151,0.092,0.765,114.717,4.0,214379.0
2021,0.525,0.682,0.0,-9.105,1.0,0.0544,0.266,1.91e-05,0.169,0.675,71.36,4.0,335400.0
1983,0.933,0.788,0.0,-7.53,1.0,0.0565,0.013,0.000138,0.0727,0.972,125.149,4.0,268640.0
1983,0.747,0.448,9.0,-11.522,0.0,0.0345,0.0904,0.000185,0.0631,0.608,127.689,4.0,313707.0
1983,0.34,0.274,8.0,-10.67,1.0,0.0301,0.85,0.0,0.244,0.304,139.044,4.0,221493.0
1984,0.712,0.936,2.0,-4.246,1.0,0.0364,0.177,0.000837,0.0443,0.917,118.425,4.0,214280.0
1984,0.667,0.57,2.0,-13.228,1.0,0.0331,0.0253,0.00812,0.0766,0.702,135.398,4.0,293893.0
2001,0.868,0.946,4.0,-5.132,0.0,0.0468,0.309,0.0228,0.159,0.975,128.001,4.0,323627.0
1984,0.643,0.45,11.0,-16.634,0.0,0.0317,0.35,0.271,0.124,0.732,107.525,4.0,208853.0
1983,0.509,0.382,0.0,-9.441,1.0,0.0351,0.0466,0.0,0.112,0.427,105.764,4.0,318000.0
1999,0.857,0.602,10.0,-8.311,1.0,0.029,0.489,0.0244,0.317,0.957,105.157,4.0,239627.0
1984,0.704,0.816,11.0,-7.121,1.0,0.0309,0.438,0.00891,0.354,0.83,131.577,4.0,340027.0
2001,0.685,0.957,11.0,-8.214,1.0,0.0445,0.0611,0.00025,0.317,0.809,127.27,4.0,237333.0
1984,0.657,0.6,3.0,-13.324,0.0,0.0507,0.239,0.000922,0.118,0.457,140.863,4.0,261800.0
1981,0.674,0.694,10.0,-9.027,1.0,0.0676,0.159,0.000432,0.0463,0.832,94.024,4.0,243120.0
1984,0.685,0.926,4.0,-11.434,1.0,0.0635,0.0884,5.28e-05,0.206,0.789,105.177,4.0,249293.0
1983,0.818,0.512,0.0,-12.491,1.0,0.0363,0.183,4.2e-06,0.0439,0.96,117.842,4.0,279413.0
1983,0.734,0.548,7.0,-13.726,0.0,0.0307,0.136,1.63e-05,0.331,0.931,116.405,4.0,238893.0
1983,0.744,0.798,7.0,-5.981,1.0,0.0364,0.175,0.00367,0.26,0.89,125.061,4.0,268507.0
1983,0.596,0.657,4.0,-8.784,0.0,0.0345,0.235,0.0139,0.102,0.774,175.263,4.0,264573.0
1983,0.485,0.949,0.0,-5.79,1.0,0.0404,0.00327,0.00631,0.115,0.742,135.972,4.0,247840.0
1983,0.598,0.779,6.0,-7.735,0.0,0.0299,0.000625,0.000728,0.281,0.721,153.623,4.0,244960.0
1983,0.746,0.653,3.0,-8.903,1.0,0.0291,0.115,0.0285,0.288,0.886,119.16,4.0,189395.0
1984,0.686,0.714,8.0,-6.553,1.0,0.0328,0.479,0.000561,0.135,0.733,142.645,4.0,198507.0
1983,0.755,0.664,9.0,-11.094,0.0,0.0342,0.0124,0.00511,0.153,0.768,120.171,4.0,362371.0
1976,0.544,0.371,4.0,-10.991,1.0,0.0388,0.861,0.000463,0.069,0.145,132.972,4.0,286653.0
1983,0.703,0.84,1.0,-9.805,1.0,0.0485,0.0333,0.000396,0.997,0.88,108.763,4.0,319760.0
1983,0.72,0.967,9.0,-4.434,0.0,0.0343,0.0289,0.000345,0.142,0.977,129.766,4.0,235093.0
1983,0.917,0.588,10.0,-11.047,1.0,0.0607,0.195,0.0,0.0914,0.828,110.077,4.0,184480.0
2002,0.416,0.468,9.0,-11.786,0.0,0.0469,0.093,0.0,0.354,0.27,67.713,4.0,302867.0
1983,0.673,0.663,0.0,-7.29,1.0,0.0269,0.217,0.017,0.177,0.671,120.634,3.0,285333.0
1983,0.645,0.211,11.0,-12.73,1.0,0.0257,0.822,9.19e-06,0.138,0.174,86.121,4.0,206640.0
1983,0.487,0.966,7.0,-4.29,1.0,0.0577,0.0314,0.0949,0.0914,0.721,151.781,4.0,281173.0
1983,0.675,0.306,7.0,-14.007,1.0,0.0269,0.404,3.69e-06,0.125,0.564,87.945,4.0,202053.0
1983,0.635,0.795,7.0,-5.313,1.0,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,4.0,283667.0
1983,0.494,0.933,2.0,-5.977,1.0,0.0808,0.0434,0.00108,0.228,0.507,121.201,4.0,316867.0
1984,0.488,0.959,9.0,-5.575,1.0,0.0758,0.00333,0.0767,0.025,0.67,166.799,4.0,254293.0
1983,0.813,0.699,7.0,-8.656,1.0,0.0458,0.0251,0.0135,0.0527,0.732,117.548,4.0,231560.0
1983,0.605,0.926,7.0,-4.831,0.0,0.0372,0.0714,2.18e-05,0.0953,0.49,129.844,4.0,236547.0
1983,0.611,0.502,1.0,-13.684,1.0,0.0387,0.22,0.000106,0.0779,0.562,83.28,4.0,247653.0
2002,0.417,0.861,4.0,-6.844,0.0,0.0393,0.311,0.000304,0.36,0.746,144.565,4.0,243533.0
1983,0.577,0.788,4.0,-6.813,1.0,0.0309,0.00727,1.27e-05,0.0637,0.914,105.428,4.0,225867.0
1983,0.592,0.907,5.0,-8.87,1.0,0.0584,0.00111,0.0862,0.0954,0.613,123.815,4.0,211467.0
1987,0.908,0.448,9.0,-9.968,0.0,0.0847,0.0681,0.000138,0.0616,0.847,124.174,4.0,336627.0
1983,0.505,0.549,2.0,-11.793,1.0,0.0369,0.0124,3.44e-06,0.353,0.778,147.022,4.0,244867.0
1983,0.749,0.785,6.0,-15.474,1.0,0.057,0.133,0.000118,0.0915,0.909,150.968,4.0,275760.0
1983,0.675,0.882,11.0,-14.319,0.0,0.0562,0.18,0.00267,0.0965,0.708,116.707,4.0,427107.0
1984,0.713,0.833,6.0,-5.835,0.0,0.0677,0.437,0.0,0.841,0.732,121.81,4.0,259013.0
2017,0.608,0.737,1.0,-7.573,0.0,0.0369,0.212,0.000202,0.0995,0.632,164.345,4.0,217053.0
1983,0.711,0.259,0.0,-13.796,1.0,0.0359,0.528,0.0,0.0582,0.433,129.75,4.0,259493.0
1983,0.63,0.478,11.0,-10.589,1.0,0.0275,0.318,6.49e-05,0.0942,0.279,92.491,4.0,250120.0
1983,0.906,0.857,7.0,-9.804,0.0,0.0406,0.157,0.00059,0.126,0.968,120.755,4.0,298533.0
2004,0.632,0.484,9.0,-11.772,1.0,0.104,0.156,0.0,0.153,0.873,80.687,4.0,174707.0
2016,0.663,0.511,0.0,-8.744,1.0,0.0293,0.106,1.05e-05,0.0769,0.687,125.22,4.0,301293.0
2001,0.769,0.595,4.0,-11.796,0.0,0.028,0.0588,0.0,0.18,0.969,113.971,4.0,256673.0
1983,0.625,0.666,0.0,-10.446,1.0,0.0306,0.01,0.00078,0.107,0.743,106.996,4.0,430173.0
1992,0.744,0.583,1.0,-12.595,1.0,0.0427,0.152,8.54e-05,0.0248,0.851,108.794,4.0,260493.0
1984,0.662,0.609,11.0,-10.865,1.0,0.0399,0.181,3.09e-05,0.0728,0.326,139.319,4.0,232721.0
1983,0.507,0.613,9.0,-10.629,1.0,0.033,0.107,0.0,0.355,0.799,143.032,4.0,241160.0
1983,0.617,0.86,11.0,-4.548,0.0,0.0896,0.138,9.32e-06,0.653,0.739,115.727,4.0,259933.0
1994,0.867,0.516,11.0,-15.565,1.0,0.0383,0.225,0.000897,0.0604,0.964,125.257,4.0,188200.0
2022,0.668,0.592,9.0,-13.028,1.0,0.0302,0.0542,8.03e-05,0.082,0.869,130.487,4.0,184907.0
2005,0.528,0.747,10.0,-7.29,1.0,0.0328,0.651,1.47e-06,0.243,0.403,106.356,4.0,325827.0
1983,0.611,0.767,5.0,-13.926,1.0,0.0365,0.0036,0.00306,0.699,0.856,129.873,4.0,214267.0
2005,0.519,0.512,2.0,-8.019,1.0,0.0261,0.151,0.0,0.0982,0.41,140.862,4.0,302787.0
1982,0.787,0.668,10.0,-7.599,0.0,0.182,0.00875,0.000242,0.431,0.807,184.652,4.0,439994.0
2001,0.669,0.633,2.0,-11.903,0.0,0.049,0.0137,0.0178,0.0979,0.862,90.626,4.0,245400.0
1989,0.787,0.42,4.0,-14.32,0.0,0.0645,0.153,0.164,0.169,0.838,161.247,4.0,301373.0
1983,0.384,0.778,11.0,-12.719,0.0,0.0567,0.000372,0.000114,0.191,0.594,164.768,4.0,255160.0
1983,0.833,0.624,7.0,-7.886,0.0,0.0536,0.253,0.001,0.118,0.913,124.215,4.0,232014.0
2015,0.835,0.666,0.0,-8.805,1.0,0.0417,0.022,0.0393,0.0918,0.811,120.007,4.0,350987.0
1983,0.701,0.944,4.0,-2.986,1.0,0.0455,0.0755,0.0,0.601,0.792,128.993,4.0,197707.0
2022,0.668,0.592,9.0,-13.028,1.0,0.0302,0.0542,8.03e-05,0.082,0.869,130.487,4.0,184907.0
1980,0.36,0.909,8.0,-6.827,1.0,0.0663,0.000347,3.28e-05,0.282,0.647,155.293,4.0,217387.0
1983,0.555,0.375,1.0,-11.308,0.0,0.0418,0.627,1.96e-05,0.0751,0.487,138.992,4.0,273667.0
1983,0.603,0.973,5.0,-4.454,0.0,0.176,0.0272,0.00731,0.472,0.408,122.756,4.0,273493.0
2006,0.805,0.678,5.0,-6.897,0.0,0.0704,0.0124,1.26e-05,0.337,0.84,100.995,4.0,396841.0
1983,0.597,0.902,7.0,-4.246,0.0,0.0355,0.0899,0.0,0.65,0.96,130.674,4.0,212147.0
1983,0.724,0.802,10.0,-6.117,0.0,0.0337,0.25,0.0016,0.342,0.729,143.116,4.0,290720.0
1983,0.409,0.92,11.0,-5.439,0.0,0.12,0.00719,0.00105,0.0823,0.37,145.085,4.0,290960.0
1983,0.607,0.723,7.0,-7.452,1.0,0.0282,0.17,0.0492,0.0779,0.298,101.558,4.0,322960.0
1983,0.791,0.713,7.0,-10.183,0.0,0.0334,0.0399,1.86e-05,0.0528,0.962,113.856,4.0,307817.0
1983,0.517,0.344,9.0,-14.437,0.0,0.0323,0.274,0.0,0.0783,0.322,136.324,4.0,258160.0
1984,0.819,0.624,6.0,-11.727,1.0,0.0599,0.00816,0.21,0.0523,0.706,127.179,4.0,286040.0
1996,0.8,0.878,1.0,-7.109,1.0,0.0434,0.189,0.000104,0.14,0.816,104.282,4.0,280853.0
1983,0.414,0.851,2.0,-8.714,1.0,0.0413,0.0675,0.0047,0.333,0.567,158.907,4.0,300467.0
1983,0.641,0.775,9.0,-6.419,1.0,0.0498,0.00184,0.177,0.0948,0.854,126.174,4.0,284067.0
1983,0.66,0.806,2.0,-8.01,1.0,0.0324,0.00332,1.4e-05,0.0986,0.944,122.041,4.0,253253.0
1983,0.457,0.733,10.0,-10.773,1.0,0.0341,0.00813,1.64e-06,0.279,0.536,118.212,4.0,322240.0
1983,0.155,0.257,3.0,-10.894,1.0,0.0356,0.726,0.00552,0.106,0.16,176.526,3.0,237960.0
2009,0.431,0.723,8.0,-5.887,1.0,0.0568,0.145,0.0,0.374,0.19,130.141,4.0,267360.0
1983,0.494,0.804,2.0,-5.759,1.0,0.0389,0.00328,0.00538,0.083,0.799,157.877,4.0,219440.0
1983,0.202,0.197,11.0,-15.961,0.0,0.0398,0.829,4.8e-05,0.371,0.0894,89.19,3.0,225960.0
1983,0.782,0.905,7.0,-3.56,1.0,0.0789,0.0165,1.37e-06,0.0797,0.667,126.748,4.0,214133.0
1982,0.888,0.816,11.0,-4.909,0.0,0.0404,0.233,0.00042,0.127,0.961,127.276,4.0,238733.0
1983,0.489,0.429,3.0,-12.195,1.0,0.0272,0.474,0.0,0.173,0.606,104.983,3.0,237467.0
1999,0.603,0.874,8.0,-8.262,1.0,0.0438,0.0493,0.0,0.0818,0.476,123.998,4.0,240360.0
1983,0.637,0.843,9.0,-4.493,0.0,0.0273,0.223,0.0,0.352,0.925,98.093,4.0,182560.0
1984,0.667,0.633,0.0,-10.836,0.0,0.0313,0.0683,4.12e-05,0.0725,0.574,122.827,4.0,266893.0
1983,0.733,0.652,10.0,-7.156,0.0,0.0356,0.486,0.00798,0.116,0.66,138.834,4.0,242373.0
1983,0.373,0.947,9.0,-7.074,1.0,0.0483,0.00712,0.119,0.0395,0.64,152.183,4.0,346000.0
1986,0.649,0.512,1.0,-12.875,0.0,0.0401,0.161,1.43e-06,0.102,0.916,158.441,4.0,280693.0
1983,0.681,0.773,2.0,-6.051,1.0,0.058,0.181,1.84e-05,0.311,0.547,120.276,4.0,236640.0
1983,0.482,0.211,3.0,-14.518,1.0,0.0318,0.803,1.36e-05,0.154,0.158,116.902,4.0,211000.0
2018,0.388,0.72,7.0,-5.541,1.0,0.033,0.202,0.000288,0.283,0.554,141.283,4.0,341747.0
2013,0.844,0.683,9.0,-4.292,1.0,0.0883,0.246,2.37e-06,0.109,0.899,138.068,4.0,222040.0
1983,0.764,0.529,7.0,-7.157,1.0,0.0329,0.173,0.000164,0.0985,0.703,113.312,4.0,293000.0
1983,0.942,0.641,7.0,-10.15,1.0,0.0333,0.331,0.179,0.028,0.966,114.443,4.0,296147.0
2007,0.506,0.407,9.0,-12.478,1.0,0.0429,0.0508,4.14e-06,0.286,0.633,128.622,4.0,378480.0
1983,0.865,0.567,5.0,-7.008,0.0,0.0455,0.124,0.0,0.0692,0.971,105.539,4.0,241720.0
2019,0.716,0.754,2.0,-5.682,1.0,0.0286,0.161,0.0308,0.0831,0.56,120.143,4.0,222000.0
1983,0.555,0.648,6.0,-8.791,0.0,0.0286,0.00199,3.83e-06,0.0597,0.659,119.848,4.0,265507.0
1983,0.326,0.66,4.0,-8.534,1.0,0.0316,0.354,1.01e-05,0.106,0.381,85.176,4.0,193093.0
2007,0.503,0.697,8.0,-5.2,1.0,0.0659,0.172,0.0,0.291,0.427,208.755,4.0,192827.0
1983,0.759,0.764,7.0,-12.135,1.0,0.0532,0.0909,0.836,0.113,0.65,109.352,4.0,286105.0
1983,0.549,0.56,2.0,-12.911,0.0,0.0386,0.0217,0.000567,0.0602,0.874,141.725,4.0,193040.0
2014,0.706,0.825,1.0,-9.121,1.0,0.038,0.0253,6.15e-05,0.363,0.854,140.45,4.0,261773.0
1983,0.566,0.574,7.0,-10.153,1.0,0.0628,0.191,0.000109,0.0294,0.61,87.026,4.0,279080.0
1983,0.396,0.314,7.0,-14.238,0.0,0.0375,0.168,0.0,0.0743,0.134,131.116,4.0,276800.0
1983,0.48,0.739,4.0,-5.696,0.0,0.0373,0.0923,0.0,0.239,0.25,124.89,4.0,234547.0
1983,0.789,0.945,5.0,-5.219,0.0,0.0482,0.198,3.11e-06,0.0617,0.965,136.745,4.0,199827.0
1983,0.587,0.919,2.0,-6.225,1.0,0.0402,0.00252,0.00117,0.333,0.72,125.868,4.0,250840.0
1982,0.794,0.613,11.0,-8.203,0.0,0.0645,0.0937,0.000708,0.03,0.963,200.475,4.0,240005.0
1983,0.364,0.461,8.0,-7.864,1.0,0.0328,0.569,0.00198,0.115,0.117,113.493,4.0,207853.0
1983,0.634,0.615,0.0,-11.145,1.0,0.0412,0.0635,5.1e-05,0.0551,0.519,133.601,4.0,230373.0
1983,0.656,0.696,9.0,-7.16,0.0,0.0349,0.344,1.66e-05,0.311,0.724,127.39,4.0,319147.0
1983,0.711,0.651,0.0,-7.897,1.0,0.0345,0.0176,0.624,0.166,0.819,141.39,4.0,284733.0
1983,0.416,0.466,10.0,-9.296,1.0,0.0272,0.133,4.75e-06,0.122,0.263,157.976,4.0,260200.0
1994,0.609,0.471,0.0,-8.115,1.0,0.036,0.558,0.0,0.0277,0.546,71.217,4.0,188307.0
1983,0.358,0.938,0.0,-5.577,1.0,0.0483,0.00375,9.2e-06,0.117,0.944,182.836,4.0,288339.0
1983,0.524,0.879,0.0,-8.343,0.0,0.0356,0.0031,0.374,0.489,0.714,141.823,4.0,222800.0
1995,0.549,0.275,1.0,-14.33,1.0,0.0324,0.261,0.00039,0.109,0.158,141.795,4.0,272667.0
1983,0.781,0.648,5.0,-8.216,1.0,0.0264,0.00761,0.0,0.132,0.546,121.93,4.0,224773.0
1983,0.779,0.87,5.0,-13.141,0.0,0.0574,0.00644,0.0107,0.0399,0.555,102.689,4.0,241920.0
1983,0.518,0.725,2.0,-8.854,1.0,0.0338,0.389,0.000192,0.0671,0.646,124.151,4.0,299040.0
2016,0.559,0.746,0.0,-8.639,1.0,0.0265,0.343,4.49e-05,0.775,0.627,96.289,4.0,249133.0
2008,0.742,0.533,0.0,-9.098,1.0,0.0288,0.459,0.148,0.064,0.391,97.395,4.0,329147.0
1983,0.467,0.937,2.0,-7.647,1.0,0.0339,0.00036,0.00106,0.249,0.955,150.342,4.0,236400.0
1983,0.608,0.787,9.0,-6.703,0.0,0.0277,0.000337,0.00782,0.111,0.474,113.796,4.0,274118.0
1983,0.529,0.667,8.0,-12.529,0.0,0.0539,0.0868,0.0,0.0714,0.702,150.603,4.0,230000.0
2002,0.739,0.351,1.0,-13.097,1.0,0.037,0.775,0.332,0.627,0.589,81.774,3.0,288173.0
2004,0.348,0.0834,5.0,-16.06,1.0,0.0299,0.849,6.12e-06,0.123,0.138,82.98,4.0,237227.0
1983,0.765,0.824,0.0,-6.354,1.0,0.0386,0.0436,2.75e-05,0.16,0.349,100.193,4.0,278227.0
1983,0.763,0.702,5.0,-9.51,1.0,0.046,0.143,0.0,0.198,0.806,109.975,4.0,222133.0
1983,0.778,0.484,9.0,-13.693,0.0,0.0352,0.00641,0.0071,0.0716,0.916,125.175,4.0,263240.0
2022,0.553,0.476,0.0,-8.869,1.0,0.0649,0.647,0.0,0.281,0.558,113.4,3.0,166147.0
1983,0.728,0.993,11.0,-6.262,0.0,0.119,0.00564,6.61e-06,0.375,0.554,128.629,4.0,251453.0
1983,0.565,0.894,8.0,-5.241,1.0,0.175,0.00777,0.0,0.49,0.737,182.262,4.0,229200.0
1978,0.714,0.937,6.0,-2.947,1.0,0.0399,0.206,0.0,0.0731,0.964,124.13,4.0,194147.0
2000,0.636,0.939,2.0,-4.835,1.0,0.0498,0.000625,0.000821,0.956,0.48,103.007,4.0,519667.0
1983,0.556,0.769,9.0,-10.536,1.0,0.0422,0.289,0.502,0.793,0.635,82.898,4.0,410347.0
1983,0.477,0.415,4.0,-11.055,1.0,0.0319,0.467,1.16e-05,0.151,0.306,137.606,4.0,212053.0
1983,0.746,0.895,5.0,-5.381,1.0,0.0658,0.102,0.000242,0.0594,0.753,115.693,4.0,225840.0
1983,0.42,0.829,4.0,-4.76,1.0,0.0989,0.239,0.0,0.102,0.6,146.915,4.0,285333.0
2004,0.705,0.536,4.0,-12.86,0.0,0.0385,0.214,1.17e-05,0.523,0.74,96.936,4.0,257000.0
1983,0.565,0.531,2.0,-16.233,1.0,0.0329,0.0033,0.000564,0.472,0.697,126.715,4.0,200560.0
1983,0.651,0.755,1.0,-9.102,0.0,0.0337,0.315,0.000174,0.235,0.716,102.229,4.0,234307.0
1983,0.667,0.667,11.0,-11.442,0.0,0.0296,0.135,4.49e-05,0.174,0.731,130.99,4.0,286267.0
1983,0.554,0.639,9.0,-7.163,0.0,0.0278,0.359,0.00274,0.205,0.644,180.638,4.0,304800.0
1983,0.756,0.643,8.0,-6.361,0.0,0.0382,0.0242,0.000495,0.128,0.841,101.728,4.0,222200.0
1983,0.48,0.336,10.0,-11.992,1.0,0.0319,0.112,0.0,0.106,0.114,67.394,4.0,281427.0
1988,0.578,0.892,11.0,-9.551,0.0,0.0425,0.122,0.00218,0.106,0.591,140.97,4.0,228160.0
1999,0.525,0.931,9.0,-5.593,1.0,0.0583,0.00831,0.0,0.106,0.75,89.9,4.0,194067.0
1983,0.559,0.469,10.0,-8.26,1.0,0.0355,0.813,8.33e-05,0.134,0.185,139.079,4.0,263320.0
1983,0.659,0.661,4.0,-8.424,1.0,0.0355,0.0284,0.000357,0.172,0.907,124.445,4.0,260360.0
1983,0.59,0.811,7.0,-6.243,1.0,0.0504,0.085,0.0,0.465,0.539,115.273,4.0,159133.0
1984,0.528,0.7,0.0,-13.157,1.0,0.0346,0.038,0.0019,0.217,0.883,166.499,4.0,195893.0
1991,0.61,0.39,10.0,-12.959,1.0,0.0576,0.225,0.0,0.0888,0.536,88.989,4.0,250160.0
1982,0.798,0.292,0.0,-17.112,1.0,0.0777,0.152,0.00101,0.185,0.812,98.653,4.0,281160.0
1983,0.692,0.711,0.0,-7.498,0.0,0.0317,0.225,0.0,0.12,0.875,125.135,4.0,216933.0
1983,0.571,0.871,7.0,-6.226,1.0,0.0621,0.0265,0.0,0.102,0.749,119.853,4.0,159987.0
2022,0.384,0.683,2.0,-6.94,1.0,0.0433,0.22,1.68e-06,0.177,0.436,155.892,4.0,340747.0
1983,0.484,0.929,9.0,-7.407,1.0,0.129,0.0702,0.0,0.627,0.443,141.422,4.0,339440.0
1983,0.392,0.904,3.0,-6.03,1.0,0.217,0.323,0.0,0.0313,0.637,190.475,4.0,178427.0
1981,0.536,0.606,7.0,-5.364,1.0,0.0355,0.103,1.08e-05,0.255,0.719,146.425,4.0,206267.0
1983,0.689,0.497,2.0,-14.377,1.0,0.0319,0.263,5.6e-06,0.218,0.639,114.034,4.0,212893.0
1983,0.674,0.28,5.0,-15.777,1.0,0.0282,0.482,3.51e-06,0.0751,0.389,69.042,4.0,251400.0
1983,0.651,0.866,0.0,-9.069,1.0,0.0317,0.0517,5.95e-05,0.121,0.962,149.258,4.0,303680.0
1983,0.878,0.951,7.0,-5.077,1.0,0.069,0.0317,0.544,0.0614,0.607,111.334,4.0,325133.0
1983,0.547,0.39,4.0,-14.038,0.0,0.0302,0.223,2.47e-05,0.446,0.193,84.345,4.0,249640.0
1983,0.617,0.533,3.0,-11.516,0.0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,4.0,244707.0
1983,0.82,0.452,1.0,-9.796,1.0,0.0348,0.543,0.00294,0.0714,0.74,117.401,4.0,253920.0
1983,0.6,0.694,2.0,-6.972,1.0,0.0322,0.193,0.482,0.113,0.604,111.371,4.0,228611.0
1983,0.691,0.614,2.0,-9.148,1.0,0.0345,0.281,0.0,0.127,0.563,124.033,4.0,220964.0
1983,0.49,0.902,9.0,-3.759,1.0,0.0493,0.00331,0.354,0.0695,0.825,128.427,4.0,204720.0
1983,0.363,0.867,0.0,-8.635,1.0,0.0563,0.2,1.15e-06,0.134,0.491,147.93,4.0,210400.0
1983,0.77,0.745,4.0,-8.302,1.0,0.0405,0.0725,3.92e-05,0.0885,0.968,126.064,4.0,233200.0
1982,0.638,0.511,2.0,-10.041,1.0,0.0289,0.541,0.00478,0.26,0.68,93.108,4.0,245560.0
1983,0.817,0.601,0.0,-12.802,1.0,0.0499,0.18,4.61e-06,0.115,0.846,98.436,4.0,284000.0
1983,0.375,0.497,9.0,-12.703,1.0,0.0394,0.173,0.000838,0.121,0.446,194.362,4.0,280517.0
1983,0.678,0.856,0.0,-6.296,1.0,0.079,0.139,0.031,0.134,0.681,138.141,4.0,262067.0
2022,0.714,0.562,10.0,-8.049,0.0,0.0653,0.186,0.000371,0.24,0.827,142.204,4.0,214747.0
1983,0.664,0.569,4.0,-10.427,1.0,0.0325,0.0182,1.41e-05,0.0951,0.705,132.593,4.0,232067.0
1983,0.708,0.54,2.0,-12.586,1.0,0.0274,0.162,0.0,0.213,0.757,92.583,4.0,228809.0
1983,0.673,0.722,6.0,-8.536,0.0,0.0309,0.107,0.0,0.305,0.816,102.695,4.0,240280.0
1983,0.758,0.638,8.0,-13.01,0.0,0.0378,0.00486,0.0141,0.0938,0.984,136.502,4.0,320840.0
1983,0.758,0.505,10.0,-11.929,0.0,0.04,0.184,0.0,0.128,0.742,115.116,4.0,231173.0
1983,0.741,0.591,6.0,-13.968,0.0,0.0312,0.102,0.000396,0.159,0.933,126.589,4.0,252120.0
1981,0.74,0.881,2.0,-4.666,1.0,0.0503,0.0413,2.63e-05,0.0364,0.9,134.622,4.0,235093.0
1983,0.939,0.487,10.0,-7.641,0.0,0.153,0.0172,0.0124,0.05,0.646,117.637,4.0,359280.0
1982,0.825,0.759,7.0,-13.983,1.0,0.0769,0.249,0.0,0.348,0.769,112.611,4.0,156173.0
1983,0.522,0.74,9.0,-6.496,1.0,0.0284,0.0286,0.00126,0.145,0.639,139.031,4.0,259747.0
1983,0.568,0.861,7.0,-4.552,1.0,0.0511,0.157,0.0,0.504,0.571,118.912,4.0,220000.0
1983,0.562,0.761,9.0,-10.881,0.0,0.0452,0.0291,7.57e-06,0.243,0.625,142.223,4.0,235507.0
2005,0.711,0.609,0.0,-9.042,1.0,0.0764,0.381,1.24e-06,0.204,0.674,118.132,4.0,224733.0
1983,0.616,0.906,5.0,-6.25,1.0,0.0333,0.0784,0.000533,0.351,0.677,123.328,4.0,249733.0
1982,0.537,0.48,5.0,-17.777,1.0,0.0377,0.000786,6.11e-05,0.0927,0.751,153.715,4.0,248107.0
1982,0.576,0.665,10.0,-6.914,1.0,0.0245,0.169,0.0,0.119,0.644,108.373,4.0,164750.0
1983,0.673,0.185,7.0,-22.503,1.0,0.0294,0.695,0.0,0.0635,0.642,88.632,4.0,224373.0
1983,0.7,0.618,11.0,-4.593,1.0,0.0261,0.232,2.65e-05,0.072,0.937,106.061,4.0,286973.0
1983,0.876,0.8,2.0,-8.142,1.0,0.0519,0.0169,0.00538,0.0382,0.759,120.829,4.0,485013.0
1991,0.638,0.783,11.0,-9.455,0.0,0.0435,0.00736,0.0447,0.0381,0.637,115.269,4.0,297093.0
1983,0.651,0.699,4.0,-7.867,0.0,0.0277,0.039,0.0659,0.124,0.832,133.793,4.0,333817.0
1983,0.631,0.843,5.0,-7.489,0.0,0.0462,0.00708,0.157,0.0423,0.801,144.311,4.0,210445.0
2014,0.621,0.706,7.0,-11.705,1.0,0.051,0.199,0.0,0.135,0.782,137.594,4.0,193507.0
1998,0.582,0.413,1.0,-9.392,1.0,0.0314,0.515,0.0,0.0638,0.266,127.079,4.0,287733.0
1983,0.689,0.497,2.0,-14.377,1.0,0.0319,0.263,5.6e-06,0.218,0.639,114.034,4.0,212893.0
1983,0.633,0.727,0.0,-7.69,1.0,0.0265,0.0207,0.000111,0.265,0.918,110.867,4.0,313160.0
1983,0.682,0.455,4.0,-11.585,1.0,0.0311,0.582,0.0,0.0856,0.512,97.047,4.0,245800.0
1983,0.495,0.772,9.0,-11.164,1.0,0.0535,0.00658,6.27e-06,0.182,0.56,153.743,4.0,239000.0
1977,0.702,0.205,10.0,-20.297,0.0,0.0388,0.73,2.68e-06,0.235,0.353,125.792,4.0,265267.0
