popularity
85
89
86
78
89
81
88
88
84
85
75
81
84
86
89
84
89
73
89
85
72
85
81
83
70
80
83
44
87
87
84
74
89
68
83
80
89
51
72
77
78
74
69
73
73
70
67
63
79
74
84
64
66
76
78
64
73
66
70
59
89
79
75
77
68
69
62
81
65
76
83
67
70
81
67
76
60
81
88
68
75
72
56
81
65
78
69
80
74
67
72
66
66
80
79
66
73
86
88
70
71
75
53
88
77
79
58
51
72
67
86
83
62
69
82
66
61
60
58
76
83
62
50
51
48
73
78
51
49
60
52
74
72
65
58
71
55
56
56
60
55
55
73
54
51
70
55
71
70
58
77
82
80
70
65
68
64
67
60
69
61
65
65
75
76
64
78
71
69
78
71
79
67
67
75
72
67
68
69
61
62
61
70
63
61
78
63
59
84
79
67
64
67
66
56
60
61
63
63
62
62
53
81
80
69
67
91
70
80
79
82
71
82
74
60
62
69
69
73
64
76
76
61
66
78
54
59
65
69
51
81
55
64
64
71
63
63
71
70
54
79
77
85
60
75
61
65
66
62
83
79
77
56
62
71
71
86
63
75
55
75
83
74
76
0
76
70
74
76
72
77
58
71
84
64
62
72
60
63
69
60
66
88
67
77
66
1
61
56
67
56
63
84
82
67
67
74
83
74
69
67
68
85
61
69
64
75
70
65
56
78
70
81
68
67
65
69
68
72
65
77
64
65
61
67
63
82
70
74
68
64
66
58
66
66
60
57
77
79
65
66
67
60
59
64
68
59
52
66
60
60
60
56
68
56
66
80
62
63
72
58
65
72
56
60
58
59
60
77
58
55
76
57
67
74
68
78
70
75
85
75
78
83
66
74
0
83
36
69
62
83
63
69
66
62
64
65
64
57
74
59
61
70
83
61
68
76
66
54
81
85
84
83
75
0
83
71
76
65
59
63
71
66
65
67
68
76
59
80
78
81
51
72
62
45
65
72
57
48
81
78
63
0
57
76
79
54
72
66
49
89
72
61
69
56
66
53
60
72
79
72
71
53
70
50
74
76
69
71
62
80
72
68
55
61
82
55
1
77
75
72
71
73
71
77
64
86
60
61
59
55
52
52
52
53
68
56
53
54
75
71
71
79
71
69
66
64
68
71
64
75
68
57
71
67
75
78
70
69
70
64
55
75
83
70
71
74
71
78
71
69
75
74
78
75
80
67
66
76
66
58
70
76
74
83
48
68
58
69
65
72
81
80
60
59
73
53
69
68
68
80
70
76
78
78
62
71
73
73
58
50
54
62
73
77
66
79
72
60
68
60
63
67
81
60
64
46
73
71
66
66
67
63
67
62
65
73
65
60
77
66
67
90
64
69
61
79
72
58
1
75
68
68
60
64
56
57
65
61
56
51
63
71
54
0
78
65
47
66
72
60
59
53
69
54
54
58
48
57
52
61
52
0
43
50
59
53
56
54
0
46
0
68
37
31
0
79
0
73
68
33
69
72
70
60
67
72
66
69
65
61
64
66
67
64
59
62
56
65
54
63
51
67
70
51
58
78
82
87
65
81
76
78
66
71
78
75
78
68
71
68
73
72
67
70
72
81
67
71
69
70
67
50
49
56
81
58
57
75
70
52
86
61
76
53
8
80
49
52
48
63
50
73
79
77
69
68
47
47
56
72
68
70
64
66
72
79
72
60
65
69
73
61
72
67
78
69
60
63
62
60
61
61
56
87
83
81
75
63
63
70
56
74
76
67
82
74
80
69
60
76
52
78
70
72
78
76
52
73
72
71
53
73
79
66
60
35
67
68
80
66
69
62
64
74
59
78
63
26
70
60
55
61
78
79
71
75
75
71
68
62
70
0
45
77
80
71
74
60
63
62
0
56
63
62
77
75
66
57
67
60
56
54
69
62
64
57
78
83
78
72
64
58
13
64
80
55
54
69
83
60
56
54
69
54
85
60
68
81
64
56
76
80
77
74
70
74
69
76
76
65
70
66
72
66
60
65
56
73
54
77
79
73
72
77
87
72
73
52
76
72
61
71
75
73
67
64
67
68
67
74
69
77
69
74
70
77
69
71
68
68
71
69
83
74
67
68
65
67
72
53
58
64
69
56
64
71
83
73
60
61
56
56
60
58
69
59
56
56
65
64
79
79
56
57
85
66
81
56
64
63
71
71
80
55
62
66
61
72
86
66
59
69
69
58
69
61
80
77
81
54
58
67
54
75
79
77
71
68
63
64
50
65
60
50
73
72
84
61
65
77
74
70
63
74
71
62
60
61
55
55
64
74
63
52
