peak-rank
1
1
2
53
69
70
3
35
8
63
63
1
44
99
100
71
36
81
19
13
8
53
43
53
50
93
76
97
38
27
58
29
26
32
33
98
37
48
56
57
59
61
1
71
74
76
83
84
91
2
16
22
10
50
38
41
89
91
94
97
71
1
1
8
80
35
90
91
92
91
44
65
12
19
65
67
72
76
81
88
76
86
98
31
23
5
21
62
69
82
50
57
95
97
62
1
42
40
60
79
83
4
41
65
1
74
96
10
6
62
31
26
1
62
7
11
77
41
26
39
62
50
56
86
9
19
29
17
38
13
16
23
37
42
92
26
12
51
35
39
44
47
52
57
58
71
52
95
19
14
34
16
1
38
42
35
20
51
50
14
30
46
56
22
47
37
84
86
34
36
38
39
3
22
20
43
49
54
55
57
65
40
49
76
79
1
31
33
53
53
99
2
18
11
37
75
40
48
23
16
92
92
33
54
27
8
54
57
65
23
94
95
45
85
39
62
64
74
80
96
12
4
38
33
17
41
20
95
29
34
100
5
66
3
83
84
86
88
78
32
26
16
55
57
59
65
67
70
76
78
84
86
60
57
98
1
11
53
54
68
69
71
75
79
81
82
84
7
88
92
93
95
88
25
50
65
68
36
30
18
19
80
27
17
58
91
39
30
37
26
34
25
32
35
39
45
51
52
65
43
81
86
18
42
22
4
1
1
4
32
65
83
86
13
74
90
92
69
50
38
99
81
35
11
44
5
53
46
63
64
42
71
74
85
86
64
20
54
59
61
46
84
47
23
55
11
2
31
100
35
64
67
74
76
77
78
84
89
20
95
16
99
15
60
57
60
57
33
32
33
6
46
21
24
25
28
32
39
45
1
65
69
80
46
19
8
26
95
3
45
9
54
60
62
66
62
68
66
72
76
22
83
87
89
90
5
25
28
33
34
36
37
39
45
51
65
23
41
72
76
49
51
53
55
66
28
1
1
34
20
54
58
59
63
64
4
28
23
78
49
89
91
94
16
97
99
13
1
2
47
18
58
59
60
24
80
28
84
85
49
87
89
93
30
58
98
1
48
10
66
73
80
23
86
69
95
98
100
11
11
42
33
21
68
22
83
43
90
56
79
97
44
98
50
34
61
73
17
87
88
89
93
53
37
5
34
38
31
28
94
95
36
52
48
57
61
63
64
67
68
71
75
80
83
84
89
91
93
8
100
22
3
40
10
16
36
53
73
83
70
86
89
27
63
72
34
90
13
1
7
48
52
16
94
56
21
69
69
59
81
78
95
86
43
43
44
45
69
56
59
2
62
17
67
83
84
36
99
60
29
27
59
85
41
70
65
97
98
92
24
41
46
58
7
56
98
84
3
36
79
55
84
49
73
48
11
44
7
7
66
52
50
39
62
87
89
50
58
99
21
70
66
90
92
53
51
96
55
2
36
17
85
49
90
19
23
63
100
33
36
37
45
51
60
63
13
13
1
2
14
33
76
79
34
73
52
62
61
98
8
19
79
18
56
15
32
2
12
68
73
79
80
64
51
92
73
20
49
71
1
43
47
55
63
69
73
81
86
22
89
46
86
64
11
21
24
31
75
29
70
47
60
49
40
34
33
76
31
37
16
97
16
52
53
58
88
48
81
49
59
1
17
17
36
2
69
29
28
56
80
84
82
89
94
97
66
38
45
49
51
57
62
63
67
75
77
89
54
92
15
13
39
55
60
61
70
75
82
84
64
43
92
82
78
69
2
10
8
6
57
39
43
81
84
87
54
50
28
87
75
65
64
48
1
58
61
68
85
37
93
95
65
4
1
25
85
70
20
94
95
71
27
15
25
26
44
22
4
44
90
23
57
49
32
60
90
98
99
30
9
27
64
36
75
70
37
54
84
67
5
3
78
38
78
2
31
52
65
44
69
35
100
29
31
47
80
92
91
26
21
28
14
46
83
87
78
92
98
99
14
59
8
91
94
56
12
8
21
52
66
17
96
42
91
1
51
52
57
65
67
70
74
85
88
91
42
23
4
1
32
56
62
81
41
68
31
76
94
99
24
29
38
90
91
62
68
87
7
67
90
55
96
41
3
56
90
57
46
42
43
35
67
5
21
13
66
65
61
76
70
55
58
69
84
87
95
93
100
2
53
62
63
79
29
64
66
47
46
1
11
65
72
78
46
80
39
38
35
46
98
83
62
61
47
11
65
54
91
67
41
20
6
63
49
75
44
14
70
100
40
49
36
65
17
70
72
74
75
50
56
43
21
86
27
91
22
94
26
27
25
42
38
80
86
25
48
44
28
59
7
45
58
76
43
98
28
12
11
9
26
47
85
38
47
43
37
89
16
52
13
57
65
51
76
79
83
62
98
100
31
26
63
51
81
87
58
60
96
53
56
48
73
90
44
63
6
39
31
93
37
67
42
53
55
70
86
88
93
95
58
74
88
39
43
29
8
48
8
51
20
62
64
65
68
48
51
30
84
53
56
3
55
57
28
61
62
66
70
72
73
77
78
81
82
85
25
91
98
1
28
6
2
5
52
69
42
55
35
63
15
30
62
75
38
6
13
80
27
1
1
2
81
52
2
68
100
16
73
89
98
46
52
18
12
62
54
72
79
65
5
48
3
99
100
5
79
89
90
43
24
49
97
32
3
72
82
88
89
91
92
93
51
98
2
48
32
61
45
86
88
5
93
78
35
56
100
54
61
63
10
14
50
80
81
61
17
93
79
97
98
24
26
36
47
57
59
62
65
74
75
76
78
13
81
86
90
64
1
1
1
18
41
12
36
48
8
68
33
57
63
8
13
72
58
94
76
29
66
48
24
16
11
36
70
23
91
11
54
7
36
39
42
65
67
69
70
44
11
6
26
13
22
72
18
90
59
46
63
13
70
1
11
55
62
72
53
87
88
89
42
65
55
99
10
56
60
11
27
38
26
31
24
87
36
90
86
98
41
43
47
48
50
53
68
76
49
43
50
98
12
5
47
42
34
9
76
80
8
45
16
4
11
78
63
41
60
8
18
14
73
30
41
66
66
54
21
65
20
53
19
27
28
32
37
17
71
73
76
42
83
10
96
36
51
56
100
53
24
42
8
94
28
77
55
63
13
10
28
15
1
6
24
53
60
70
46
10
79
80
28
74
42
53
74
77
74
55
49
7
84
78
36
39
95
96
99
42
47
16
28
62
67
69
73
27
49
24
72
21
50
28
36
3
81
85
16
14
46
87
11
41
7
13
63
65
21
73
75
65
80
58
43
29
15
100
73
79
82
83
86
69
17
6
8
46
79
31
8
24
23
20
78
29
40
9
14
25
46
47
59
62
23
98
34
57
15
73
20
14
85
28
30
4
41
4
46
47
12
4
53
65
58
98
50
39
20
16
14
5
30
43
73
27
84
58
89
57
50
22
79
93
82
44
99
61
53
26
45
52
84
96
35
43
36
52
55
61
88
89
47
51
52
78
63
100
4
11
20
6
12
54
64
22
73
46
72
18
49
29
83
95
86
100
26
6
56
60
68
73
74
83
11
87
88
49
97
98
48
47
43
91
65
1
61
49
73
62
50
63
52
52
74
99
95
1
4
3
11
40
71
68
18
76
65
69
3
31
9
91
95
70
46
60
73
7
48
65
98
71
4
24
53
64
73
83
85
87
56
96
81
28
9
3
12
5
3
46
45
82
74
88
88
71
56
29
30
80
75
4
98
1
1
56
92
66
90
90
13
1
57
44
64
44
65
68
69
71
83
87
90
92
14
1
6
67
33
47
80
82
86
35
94
8
47
46
71
95
49
8
22
10
40
11
67
91
76
99
100
79
65
50
49
78
98
26
7
3
45
27
64
13
89
96
50
2
73
55
99
100
16
47
91
63
66
82
32
62
68
63
77
44
92
20
98
100
11
38
36
67
20
95
67
47
20
14
91
74
75
67
12
68
84
86
79
46
51
1
7
48
40
27
84
5
92
45
77
71
29
80
33
46
60
39
58
91
81
79
77
59
31
100
10
4
80
82
84
90
91
94
95
42
17
33
38
6
59
16
79
80
77
56
84
92
100
95
62
87
19
29
39
10
20
48
77
92
76
11
81
61
38
95
20
8
29
81
46
45
97
36
11
2
1
38
77
79
83
71
91
23
96
97
99
1
4
4
35
47
75
86
39
73
96
62
16
25
47
31
51
55
56
63
86
90
91
94
19
6
4
87
9
62
99
57
68
53
53
88
16
70
57
8
34
61
68
92
100
26
59
56
56
29
9
78
88
76
74
6
74
83
85
89
91
94
98
100
43
66
4
60
92
94
89
52
5
41
2
6
64
72
65
59
73
98
59
84
53
38
21
1
67
33
40
32
93
37
65
65
15
64
35
37
42
66
19
41
90
50
14
58
7
54
37
63
58
87
8
1
6
41
18
67
78
46
38
54
35
92
56
4
26
4
61
22
36
93
96
45
40
48
50
49
51
62
60
54
55
82
16
61
4
64
70
46
76
71
97
1
2
11
61
34
71
72
78
43
49
47
67
51
59
48
51
16
4
72
75
83
41
90
14
93
96
45
42
6
72
44
43
78
23
5
20
54
68
55
91
93
22
99
12
5
54
71
77
54
84
46
83
97
1
3
18
2
53
70
74
76
86
87
89
74
93
71
97
58
24
36
62
66
71
72
80
48
59
93
29
2
53
28
59
60
80
100
40
24
77
74
13
86
78
18
52
86
19
10
30
47
89
11
83
20
50
70
23
88
70
1
43
95
65
99
26
27
49
21
22
24
23
34
27
30
29
34
54
57
55
67
75
89
29
43
3
5
7
1
34
47
68
76
48
46
44
46
73
55
67
72
61
68
69
71
85
52
72
47
78
13
15
1
19
24
76
50
86
47
49
77
95
97
8
43
14
9
59
77
71
44
69
77
28
54
32
52
79
66
13
41
25
68
70
73
75
84
93
97
84
13
16
66
15
26
62
85
73
58
13
4
72
42
40
62
60
30
10
57
35
96
21
74
18
45
91
94
1
4
20
14
36
13
73
79
36
2
91
54
71
2
8
11
17
61
49
55
11
48
39
34
9
41
87
44
82
43
1
79
80
84
96
98
51
72
65
44
16
43
96
88
51
16
1
51
64
27
14
50
37
4
8
75
84
82
55
81
89
73
24
13
68
84
3
34
81
66
62
1
7
72
72
36
85
95
35
19
50
42
64
40
33
100
46
40
38
63
71
67
17
30
86
88
62
26
35
90
47
68
80
20
50
50
75
57
10
53
79
8
85
23
27
67
45
12
73
44
75
94
61
100
4
6
13
54
68
72
93
94
57
70
76
18
52
53
42
28
38
35
41
37
43
47
74
86
6
2
1
6
1
1
12
2
8
12
63
20
31
90
53
60
64
7
1
13
1
46
35
81
71
78
54
65
99
98
21
68
71
44
67
89
2
14
45
84
20
92
52
42
99
4
1
23
8
14
55
37
20
87
38
93
43
54
43
23
5
5
10
12
13
49
93
67
1
60
54
79
90
64
52
100
16
4
1
59
79
10
71
95
65
65
5
58
18
68
87
56
1
29
13
21
46
77
62
76
48
45
68
3
67
56
83
22
94
62
36
33
52
94
47
97
56
84
56
84
7
54
68
97
6
19
60
92
48
58
56
98
84
2
40
15
29
78
52
54
57
63
28
8
12
73
43
15
29
43
60
91
31
80
86
81
91
24
5
1
3
56
72
21
51
30
90
21
17
42
91
94
49
97
98
7
33
10
27
61
54
92
97
98
59
87
67
30
100
30
44
74
81
83
87
88
90
94
96
98
100
4
2
6
71
55
11
54
54
53
87
88
86
44
5
21
69
62
2
21
74
82
67
86
83
82
26
12
48
49
40
74
76
99
3
1
56
26
61
82
100
22
44
41
78
87
96
64
99
54
67
88
26
22
9
36
90
43
81
40
13
54
55
22
83
74
51
92
40
47
91
64
62
38
83
71
82
66
64
79
31
8
77
85
55
95
15
3
9
38
50
43
38
55
44
51
100
12
51
61
46
40
68
100
13
94
55
100
20
26
78
23
66
70
75
18
17
1
63
78
45
40
80
79
92
99
56
40
95
82
100
10
6
44
47
39
88
91
8
75
78
55
47
98
32
1
78
53
61
14
13
26
56
66
84
29
100
28
8
93
31
90
94
41
9
13
82
15
17
62
92
47
58
14
4
80
93
61
1
35
21
43
58
56
37
39
2
21
63
92
77
92
30
5
51
53
52
77
93
94
4
43
60
78
99
58
10
71
82
52
40
11
30
53
29
55
84
70
67
100
12
7
2
50
23
98
100
100
53
86
72
91
98
3
31
19
28
20
58
41
80
47
91
54
43
8
16
66
53
84
6
47
91
32
94
99
12
21
65
42
89
7
44
62
43
93
96
40
45
80
49
3
66
59
80
83
43
35
99
81
12
3
51
82
83
84
82
88
75
87
95
97
9
31
24
38
95
97
7
14
72
27
27
94
61
96
41
98
98
1
71
60
56
88
52
13
6
3
19
6
43
39
69
39
10
49
69
87
90
43
14
2
16
55
80
72
62
34
86
91
95
84
100
14
34
53
42
63
74
83
54
88
23
13
27
34
59
36
81
90
93
98
40
35
12
73
40
84
39
100
4
1
22
18
84
24
46
43
1
12
8
1
63
57
78
11
34
92
99
82
4
6
30
16
87
88
79
92
73
93
77
66
7
33
48
71
23
50
10
67
51
85
69
90
24
2
1
54
16
64
38
26
90
43
78
26
85
98
86
2
19
31
69
26
74
41
27
79
92
99
60
42
5
15
24
79
98
84
7
76
54
9
85
88
71
65
4
41
45
90
77
89
43
33
60
49
48
23
31
52
49
49
53
14
15
24
65
39
10
14
26
87
17
85
3
21
48
79
8
14
54
71
39
92
52
24
11
50
66
98
5
46
89
86
1
19
49
24
94
72
59
87
100
87
68
35
30
28
37
6
44
43
31
79
17
26
6
58
51
81
20
13
6
70
56
14
58
23
38
49
79
41
90
47
77
98
1
45
5
41
66
74
36
92
47
15
29
45
1
34
67
77
87
98
99
8
13
16
21
36
71
44
79
90
16
62
35
4
1
2
29
74
87
42
57
100
3
75
69
51
52
40
92
70
51
83
76
96
89
19
38
38
85
21
95
57
45
1
62
49
88
32
69
23
1
76
52
4
31
77
46
30
94
9
1
17
78
51
84
86
68
94
73
14
66
80
28
7
60
28
57
58
47
92
13
8
14
35
11
45
89
86
18
15
30
80
88
100
20
41
12
47
90
56
60
75
89
85
26
36
65
26
23
4
37
41
48
96
71
24
4
40
29
16
3
88
36
39
6
12
76
74
77
93
55
53
2
82
88
22
19
12
48
51
13
27
76
6
55
64
28
75
87
89
25
65
84
59
38
42
86
51
96
83
2
47
2
6
52
50
83
45
11
24
10
54
39
87
40
96
82
1
50
32
8
26
78
79
25
46
53
72
89
25
62
99
78
32
41
8
27
2
1
53
89
90
29
34
6
68
75
76
29
5
1
13
39
10
4
29
76
84
87
93
90
80
18
34
11
16
29
53
56
67
33
30
79
24
52
64
78
81
22
87
66
87
9
65
24
51
78
85
94
96
44
3
21
69
72
34
35
51
34
94
87
63
99
92
6
1
18
22
61
82
80
84
64
100
42
19
18
69
83
89
91
72
37
19
20
85
96
40
89
52
12
1
7
87
50
94
96
74
21
3
56
59
80
66
93
82
13
41
38
46
53
44
43
64
46
68
54
65
20
5
31
32
22
10
20
83
42
91
69
100
6
8
3
25
73
81
64
17
16
100
64
1
33
32
56
80
2
75
77
66
29
92
92
98
99
9
78
60
59
88
90
91
92
55
93
1
27
20
85
69
57
46
66
83
100
25
80
89
26
79
72
7
24
91
77
52
82
43
20
19
49
93
47
3
10
90
58
8
6
12
97
88
77
15
63
36
41
22
75
20
58
74
52
77
87
32
92
73
46
19
45
26
9
2
1
60
54
27
94
13
11
6
27
80
64
68
5
1
63
51
66
70
40
17
3
25
28
53
42
67
90
83
56
74
33
16
66
63
88
8
17
17
50
94
22
71
16
2
93
47
48
1
6
26
7
42
54
96
88
6
59
96
12
1
29
60
84
86
85
98
7
29
72
90
51
81
1
32
2
86
3
71
79
36
64
69
49
6
5
10
29
56
72
86
66
97
88
73
91
98
89
47
60
25
50
51
97
40
70
78
27
24
6
8
36
84
87
52
96
1
20
47
12
94
95
53
20
7
71
86
15
89
95
97
27
2
2
43
34
65
57
77
13
16
44
8
24
69
65
12
91
92
60
13
22
57
40
62
57
81
40
5
92
84
74
43
88
4
1
46
91
85
97
35
50
23
32
42
84
73
79
55
70
3
17
30
87
33
64
96
61
16
10
44
5
9
86
82
95
97
17
5
42
34
18
70
50
70
73
1
60
38
34
26
36
25
98
78
34
58
11
80
48
92
92
84
16
2
39
94
12
16
79
17
80
93
19
51
52
78
77
62
72
62
72
95
1
14
89
51
46
28
7
1
17
49
18
32
24
53
1
80
95
97
10
29
1
50
95
81
11
16
33
1
19
3
72
17
42
84
92
51
4
52
35
85
39
1
90
97
86
7
15
12
40
46
87
7
58
60
68
31
83
85
80
33
70
71
30
69
6
13
65
37
58
53
92
69
26
86
89
96
90
5
31
3
52
86
80
92
71
16
98
54
18
38
81
49
94
100
1
1
20
64
60
78
80
61
10
61
87
99
13
3
4
44
83
14
64
62
97
10
72
69
32
86
22
13
38
15
55
95
21
22
34
70
57
91
100
1
4
9
56
65
66
73
74
90
1
1
28
7
1
50
42
61
51
59
87
92
72
100
37
10
35
80
81
10
7
62
26
86
99
100
47
1
40
56
64
78
80
36
38
63
78
50
13
7
3
51
71
29
74
87
28
3
56
62
70
83
88
67
78
91
61
64
44
98
41
17
3
19
84
49
98
22
43
11
31
33
75
94
85
91
76
86
32
88
12
37
11
6
48
92
68
83
99
51
76
64
17
88
92
93
65
57
59
66
32
11
86
89
74
12
21
8
14
21
72
7
89
30
84
100
30
10
67
69
80
55
86
89
63
100
26
4
53
55
68
82
86
77
46
38
63
45
5
1
7
23
72
38
81
72
86
48
58
41
94
79
7
10
40
17
84
10
97
62
53
16
61
86
89
96
99
74
21
7
53
62
66
33
91
43
78
6
17
75
83
88
14
83
57
83
86
18
65
67
68
69
83
58
98
43
3
58
14
40
39
87
3
87
11
55
1
52
22
65
79
84
90
94
95
75
27
4
60
41
81
14
55
91
44
59
94
90
100
13
31
46
44
37
86
86
52
68
38
9
3
36
30
68
78
68
6
53
33
39
49
77
87
22
95
36
11
21
18
82
2
2
65
42
57
41
60
74
7
1
23
42
77
86
72
29
13
1
81
52
92
17
97
20
45
57
12
70
74
78
57
69
54
90
26
92
98
52
4
1
68
86
44
92
26
97
23
18
1
64
66
76
4
90
27
92
99
36
31
73
62
80
10
30
94
97
49
100
1
20
29
57
82
97
58
35
33
40
58
74
11
81
61
93
23
68
12
13
34
59
76
82
61
29
72
94
95
75
69
63
34
49
4
65
72
74
82
32
51
63
74
11
9
45
15
52
68
70
79
81
22
92
99
1
17
7
42
44
1
65
51
80
56
89
63
84
24
2
66
87
88
89
8
58
16
13
62
64
71
15
46
87
76
50
94
62
79
34
69
6
58
1
4
58
16
24
71
97
78
36
37
1
52
53
46
23
71
31
26
53
100
6
1
1
42
57
62
66
70
83
29
56
34
4
1
77
83
56
11
87
60
61
91
30
99
61
49
3
55
61
64
51
23
27
45
47
49
51
28
74
18
11
34
76
38
44
45
47
56
58
62
30
75
53
87
89
71
96
92
38
6
1
21
13
16
81
82
83
89
26
46
64
74
6
4
21
43
78
29
89
56
85
56
50
94
87
79
100
9
81
39
63
53
17
1
39
3
61
48
18
90
18
27
14
12
35
79
48
54
24
90
32
66
85
59
99
25
58
91
93
36
32
36
57
100
59
25
91
87
61
22
29
38
54
32
79
97
18
40
8
60
70
21
37
93
18
32
55
86
88
76
98
31
38
41
6
54
77
92
60
2
47
14
70
67
30
87
58
98
37
27
54
56
71
75
77
84
85
89
55
59
1
1
10
34
66
38
82
85
8
89
60
51
37
38
27
41
48
50
54
15
14
87
41
59
94
17
22
27
36
37
3
9
50
24
28
60
65
73
74
25
51
91
16
26
4
42
2
52
53
54
56
65
75
77
88
21
34
23
28
38
5
12
51
34
84
24
68
74
22
31
45
15
77
18
97
1
23
29
84
60
31
64
83
92
86
75
8
5
25
13
42
54
9
89
76
9
95
4
21
86
42
96
34
35
93
1
53
37
48
28
53
34
76
51
69
24
5
24
79
51
53
97
89
14
8
91
15
37
48
82
1
3
10
11
34
67
43
99
10
1
84
100
1
62
71
75
78
88
92
21
57
62
71
28
81
40
32
95
37
44
58
4
66
23
75
84
20
70
68
44
79
44
1
24
5
20
69
75
79
66
52
87
93
95
96
56
9
18
11
54
57
25
72
81
40
88
26
93
31
23
100
77
23
81
67
7
56
42
2
95
69
29
2
18
60
16
18
76
81
82
93
37
65
94
96
5
61
74
40
89
92
41
99
97
6
53
61
64
70
90
93
58
27
92
100
17
34
50
72
78
53
87
89
91
32
55
62
54
35
49
36
66
9
78
37
57
2
22
67
81
90
1
1
2
59
8
27
85
35
75
41
52
92
1
1
40
84
67
71
74
93
84
18
42
90
78
21
95
72
63
82
42
89
42
44
13
4
8
7
6
73
38
46
35
91
97
2
57
61
1
77
81
49
58
100
52
20
42
57
54
76
13
73
91
38
12
72
16
16
92
31
98
99
37
81
73
53
28
29
9
72
34
40
64
17
54
93
40
36
35
71
2
44
38
33
81
82
37
82
57
65
82
29
55
67
62
83
51
53
71
72
88
63
94
100
25
18
61
32
31
51
17
72
95
78
11
7
61
62
66
67
94
95
60
68
98
14
8
50
64
73
31
78
79
79
34
42
94
97
99
22
7
26
17
88
68
10
35
100
14
22
19
66
59
61
83
23
65
34
26
30
19
55
78
40
24
34
2
1
3
18
50
32
80
51
93
96
60
2
15
56
65
44
30
76
40
54
99
10
17
27
63
84
56
51
92
9
33
51
23
6
78
88
53
53
70
5
6
71
30
39
63
92
37
1
10
70
63
63
91
5
4
46
64
20
75
44
89
59
7
53
59
100
55
50
73
61
16
88
99
100
4
5
7
40
46
54
15
73
85
76
19
7
4
35
20
95
67
39
27
71
15
92
29
10
24
28
54
93
97
1
26
16
76
28
89
87
93
17
3
2
4
19
80
5
92
33
42
95
62
1
39
67
74
87
93
82
69
37
61
52
63
44
53
1
3
19
56
81
37
57
2
67
83
9
26
79
64
58
70
84
11
96
9
34
11
16
12
18
47
19
29
2
81
69
37
72
63
44
66
48
82
85
94
98
15
15
11
79
62
36
17
25
87
15
89
22
49
55
1
57
71
98
32
19
3
78
80
19
96
5
1
3
57
56
68
92
79
54
95
29
59
1
57
81
75
61
92
82
99
13
11
17
62
15
91
82
98
49
1
10
36
85
81
33
47
59
30
44
74
1
53
55
11
71
77
75
82
38
96
1
1
20
56
43
79
66
52
49
90
24
1
47
7
32
57
22
8
31
84
24
93
37
18
3
8
17
3
40
53
68
95
27
45
32
52
71
31
11
70
79
63
33
95
63
20
30
58
41
55
83
78
52
7
21
67
33
78
50
75
5
2
16
36
31
42
47
67
85
7
7
75
59
34
86
91
62
69
21
27
49
41
36
72
21
29
21
81
47
18
92
24
45
44
73
92
2
70
49
4
10
65
37
34
33
94
44
36
35
44
81
42
70
90
90
17
23
72
87
94
97
9
1
9
67
64
96
63
68
89
62
74
96
76
98
10
42
91
82
86
12
58
74
90
91
94
54
48
59
1
1
5
9
74
33
66
93
44
38
5
10
3
78
18
33
78
52
6
57
18
70
55
62
66
41
66
59
100
1
11
76
40
82
43
51
28
19
23
9
51
17
20
50
84
62
52
27
82
3
67
43
58
52
10
16
7
37
41
54
64
66
54
14
88
92
96
98
29
56
11
10
4
24
79
36
65
64
96
20
1
46
3
9
86
56
46
3
1
33
67
82
99
18
12
40
20
97
40
73
43
75
90
73
88
27
30
19
33
88
45
33
91
37
69
1
17
24
28
69
53
70
2
60
43
3
2
12
66
48
71
94
96
7
10
24
72
81
56
51
76
1
40
15
22
73
92
62
99
9
5
6
68
27
39
72
72
42
25
84
30
9
16
19
10
13
57
65
31
88
61
96
10
8
24
48
95
96
48
37
12
7
18
66
76
92
27
33
7
80
81
79
52
37
15
29
40
85
54
96
97
96
89
5
61
46
56
43
60
67
95
78
62
12
88
82
63
77
96
22
1
18
38
47
57
61
88
1
43
37
52
41
11
14
14
26
7
32
95
81
1
7
3
56
70
77
57
73
9
26
87
88
41
70
81
64
7
15
83
97
86
25
1
11
18
19
58
65
98
50
33
29
3
49
17
68
95
91
32
23
62
54
62
19
67
8
90
96
55
17
17
66
14
52
100
17
5
37
62
5
90
69
73
71
52
63
62
53
46
75
38
19
41
39
95
68
98
1
1
7
63
7
31
72
95
20
8
17
61
48
99
9
13
5
90
87
41
26
23
24
22
55
34
57
99
5
67
59
97
17
1
11
1
7
68
15
42
8
29
26
40
43
50
70
31
1
9
21
66
42
46
46
32
86
20
2
2
34
88
27
18
32
7
68
6
54
31
99
53
9
78
50
46
65
70
76
46
48
76
92
61
26
1
9
16
8
79
65
10
75
40
1
36
30
68
56
71
6
1
6
49
55
83
88
27
42
42
28
86
97
2
19
31
3
58
22
91
24
12
69
92
61
99
46
1
1
30
53
44
56
97
61
10
17
37
18
73
15
86
67
21
4
24
18
66
2
1
32
25
6
79
14
45
3
32
29
49
61
99
62
1
10
24
83
54
56
76
65
57
87
43
94
71
84
12
59
6
83
93
59
98
12
17
9
29
53
43
61
94
71
87
13
1
2
9
44
75
42
84
86
39
81
5
83
31
61
91
2
22
61
92
64
77
78
2
5
14
1
11
83
51
73
54
86
60
82
88
36
76
64
4
9
1
41
58
61
75
28
18
47
61
74
89
20
6
3
9
21
72
90
56
14
35
61
14
61
8
19
9
78
80
64
82
83
32
90
54
39
1
28
16
35
86
87
58
58
66
58
89
40
6
28
47
55
41
51
10
3
10
38
21
9
12
8
68
92
92
41
57
45
50
8
11
59
83
45
92
68
14
71
54
50
34
65
7
46
95
7
1
77
89
50
35
3
35
33
84
57
31
65
37
62
79
8
62
48
71
98
2
89
87
48
40
7
43
17
97
43
100
7
64
94
33
96
100
9
1
13
67
81
84
88
89
40
90
99
97
3
15
31
6
78
25
80
66
82
10
3
1
7
87
3
34
66
50
4
7
6
20
33
60
12
54
77
58
84
99
98
16
1
1
59
24
14
70
58
6
5
19
18
80
78
78
53
85
45
64
31
100
10
34
29
78
76
51
53
95
50
54
82
1
15
4
61
45
48
41
32
6
41
21
49
83
37
64
1
57
93
53
1
99
47
79
79
85
12
12
75
12
45
31
1
3
57
55
90
42
94
71
43
23
60
80
91
93
51
100
7
10
80
93
78
59
3
7
31
21
56
29
77
65
92
35
52
43
92
73
13
61
86
35
87
21
4
63
24
58
38
13
35
85
19
9
48
69
48
97
