release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,popularity,peak-rank
6/24/2013,day,0.661,0.604,11,-6.436,0,0.0358,0.248,0,0.0469,0.721,95.971,4,277600,50,14
,,,,,,,,,,,,,,,,15
,,,,,,,,,,,,,,,,86
12/11/2001,day,0.705,0.872,11,-3.557,0,0.126,0.0618,0,0.227,0.75,93.628,4,207040,59,37
8/14/2000,day,0.659,0.812,4,-7.499,0,0.0487,0.23,0,0.0951,0.888,83.014,4,235133,71,34
8/1/2000,day,0.468,0.404,5,-7.25,1,0.0286,0.689,0,0.177,0.148,138.115,4,240173,54,98
1/1/2002,day,0.905,0.635,4,-7.889,0,0.308,0.471,0.000143,0.113,0.722,103.933,4,246133,34,45
12/18/2001,day,0.699,0.869,11,-4.263,0,0.238,0.0118,0,0.0982,0.616,93.612,4,228627,54,5
1/1/2002,day,0.79,0.672,0,-6.887,1,0.0482,0.0356,1.42E-05,0.148,0.619,137.48,4,224600,32,10
2001,year,0.48,0.753,6,-5.632,1,0.027,0.0102,0,0.18,0.263,100.181,4,256000,37,36
3/19/2002,day,0.72,0.513,6,-7.746,0,0.072,0.118,0,0.114,0.304,89.004,4,248773,52,92
,,,,,,,,,,,,,,,,87
10/3/2000,day,0.565,0.5,7,-8.822,1,0.031,0.452,0,0.137,0.242,70.984,4,210933,56,63
3/18/2002,day,0.67,0.847,0,-5.449,0,0.0545,0.0974,0,0.0842,0.852,143.872,4,310227,52,64
2001,year,0.802,0.903,11,-3.267,0,0.046,0.0011,0,0.173,0.96,128.93,4,192533,70,30
11/13/2001,day,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14E-05,0.203,0.871,107.657,4,196160,75,33
11/19/2010,day,0.623,0.387,0,-9.537,1,0.0316,0.549,0,0.0764,0.189,115.362,4,305093,50,29
1/1/2001,day,0.679,0.732,5,-4.393,0,0.238,0.306,0,0.0946,0.904,90.634,4,230640,50,77
1/1/2001,day,0.921,0.668,7,-8.73,1,0.235,0.0949,0,0.592,0.892,131.059,4,296587,64,4
10/29/2001,day,0.708,0.655,8,-2.69,1,0.0883,0.0583,2.10E-06,0.11,0.545,89.99,4,279160,60,6
10/30/2001,day,0.614,0.681,2,-6.616,1,0.0337,0.152,7.32E-06,0.0797,0.341,123.898,4,270333,50,28
5/29/2001,day,0.616,0.758,9,-8.43,1,0.0434,0.093,0,0.132,0.447,141.495,3,202933,45,62
10/30/2001,day,0.47,0.63,7,-7.194,0,0.0266,0.057,0,0.257,0.357,78,4,226533,21,17
1/1/2001,day,0.801,0.66,5,-8.267,0,0.286,0.175,9.50E-06,0.0748,0.295,93.036,4,212293,50,14
11/7/2001,day,0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,4,231240,69,25
10/16/2001,day,0.801,0.434,7,-9.174,0,0.376,0.538,0,0.0729,0.661,132.254,4,268133,46,35
11/30/2004,day,0.579,0.96,1,-3.152,0,0.245,0.102,0,0.0674,0.566,133.63,4,211173,56,66
7/1/2002,day,0.886,0.471,10,-5.732,0,0.206,0.0169,0,0.0883,0.907,89.624,4,250267,37,18
3/27/2001,day,0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,4,259933,79,26
9/11/2001,day,0.421,0.95,10,-3.985,1,0.0768,1.21E-05,0.000214,0.314,0.553,80.912,4,205027,63,52
7/23/2001,day,0.581,0.8,0,-7.397,0,0.0344,0.117,3.32E-05,0.045,0.415,96.1,4,226213,25,66
1/1/2001,day,0.725,0.708,6,-5.21,1,0.219,0.152,0,0.0887,0.585,90.596,4,280867,48,98
6/21/2005,day,0.491,0.841,11,-3.651,0,0.0387,0.000609,2.40E-06,0.131,0.669,92.297,4,228240,50,5
6/26/2001,day,0.652,0.41,4,-8.323,0,0.158,0.333,0,0.064,0.495,75.09,4,303333,54,41
12/4/2001,day,0.896,0.649,8,-3.792,1,0.208,0.177,0,0.0759,0.822,99.107,4,213533,37,64
1/1/2001,day,0.544,0.57,2,-10.192,1,0.0326,0.462,0.00183,0.213,0.295,75.59,4,245427,57,86
10/1/2010,day,0.64,0.525,7,-11.776,1,0.0573,0.183,1.20E-06,0.145,0.523,103.566,4,261200,17,77
9/10/2001,day,0.684,0.535,4,-8.864,1,0.0451,0.402,0,0.0993,0.52,93.923,4,275067,56,7
1/1/2001,day,0.775,0.837,10,-4.965,0,0.39,0.0383,0,0.315,0.807,95.86,4,244600,60,15
,,,,,,,,,,,,,,,,34
12/11/2001,day,0.691,0.742,0,-4.49,0,0.0602,0.145,3.14E-05,0.0944,0.722,90.102,4,206667,33,46
7/24/2001,day,0.704,0.409,11,-8.581,0,0.0597,0.43,0,0.109,0.495,113.863,4,292000,53,36
2002,year,0.597,0.773,2,-4.053,1,0.0288,0.0351,3.85E-05,0.248,0.354,100.009,4,228200,49,72
6/25/2002,day,0.69,0.592,7,-5.973,1,0.3,0.0236,0,0.56,0.466,179.98,4,198760,54,63
10/23/2001,day,0.568,0.782,6,-5.968,1,0.0396,0.0799,0,0.0985,0.481,141.942,4,267227,65,68
1/1/2010,day,0.555,0.686,1,-4.883,1,0.0287,0.407,0.00972,0.09,0.437,80.057,4,221560,28,11
7/9/2001,day,0.781,0.583,6,-7.83,0,0.0628,0.0859,0.00216,0.058,0.91,156.264,4,213493,45,20
5/22/2001,day,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,4,264707,68,22
7/7/2001,day,0.637,0.725,5,-5.073,1,0.0333,0.0702,0.00438,0.203,0.415,92.99,4,274733,68,28
8/10/2001,day,0.765,0.87,5,-5.191,1,0.0499,0.168,0,0.125,0.684,106.06,4,183960,62,44
1/1/2001,day,0.671,0.921,9,-3.878,1,0.0291,0.0129,0.0235,0.0579,0.825,118.424,4,217533,45,16
7/3/2001,day,0.821,0.727,6,-6.262,1,0.105,0.134,2.40E-06,0.0532,0.971,130,4,273020,45,5
8/28/2001,day,0.444,0.913,6,-3.452,1,0.0992,0.00308,0,0.38,0.569,163.689,4,230067,63,14
1/1/2001,day,0.874,0.768,6,-4.086,1,0.311,0.0554,0,0.041,0.636,106.095,4,257067,65,28
4/3/2001,day,0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876,4,265533,68,31
2000,year,0.541,0.864,1,-4.915,1,0.0357,0.00118,0,0.0896,0.435,124.557,4,216067,67,58
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,6
2001,year,0.749,0.677,5,-3.502,0,0.125,0.211,0,0.196,0.917,96.872,4,241400,39,4
1/1/2000,day,0.524,0.644,4,-4.986,1,0.0238,0.391,0.000246,0.168,0.324,158.52,4,271800,53,2
5/1/2001,day,0.412,0.577,7,-4.944,1,0.119,0.163,0,0.0969,0.345,173.675,4,236400,59,65
1/1/2001,day,0.885,0.765,9,-5.806,0,0.275,0.00844,9.87E-05,0.0981,0.484,104.466,4,356373,39,87
5/22/2001,day,0.471,0.846,1,-3.632,1,0.0416,0.00209,0.0369,0.126,0.255,116.469,4,242600,48,38
2002,year,0.718,0.672,11,-7.517,0,0.113,0.377,0,0.114,0.551,170.012,4,240133,56,52
6/5/2001,day,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,3,210200,69,10
2000,year,0.589,0.687,2,-6.222,1,0.097,0.0778,0.000289,0.419,0.649,180.215,4,276067,61,28
1/23/2001,day,0.708,0.587,11,-7.93,0,0.151,0.273,0,0.0718,0.554,83.46,4,262133,67,62
10/23/2001,day,0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,4,212733,70,97
11/27/1970,day,0.537,0.701,1,-8.913,0,0.0335,0.0972,0,0.0832,0.583,120.919,4,281227,76,1
1/1/2003,day,0.61,0.446,3,-6.258,1,0.0655,0.916,0,0.221,0.611,133.56,3,271893,27,5
,,,,,,,,,,,,,,,,1
9/11/2001,day,0.509,0.952,2,-4.444,0,0.336,0.144,0,0.135,0.7,83.068,4,275373,56,60
10/1/2000,day,0.324,0.574,7,-5.647,1,0.0292,0.239,0,0.143,0.335,74.101,4,217533,49,94
2001,year,0.912,0.511,9,-6.365,1,0.203,0.0259,0,0.0442,0.611,101.628,4,231800,64,63
1/1/2001,day,0.649,0.445,6,-7.13,1,0.029,0.134,7.42E-06,0.116,0.335,123.767,4,281867,48,93
10/23/2001,day,0.571,0.617,2,-5.032,1,0.0348,0.328,0,0.115,0.574,88.154,4,187373,54,17
12/11/2001,day,0.746,0.736,11,-5.21,0,0.227,0.0101,5.56E-06,0.0333,0.808,95.58,4,255093,51,39
10/29/2001,day,0.691,0.476,10,-4.702,0,0.052,0.276,0,0.0951,0.541,145.602,4,280000,52,39
8/14/2001,day,0.678,0.403,9,-8.862,1,0.0742,0.326,3.67E-06,0.069,0.528,127.997,4,329400,53,51
10/31/2001,day,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,4,203600,70,49
10/29/2001,day,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95,4,337733,67,99
1/1/1992,day,0.299,0.422,5,-9.977,1,0.0285,0.0873,0,0.182,0.168,67.797,4,191600,56,71
,,,,,,,,,,,,,,,,22
7/31/2001,day,0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,4,214827,67,27
1/1/2001,day,0.755,0.836,6,-5.742,1,0.166,0.32,3.03E-05,0.199,0.696,90.847,4,265227,48,10
11/10/2014,day,0.179,0.641,8,-6.93,1,0.0439,0.636,0.0303,0.94,0.495,85.378,4,134920,45,16
,,,,,,,,,,,,,,,,84
2001,year,0.872,0.868,10,-3.036,0,0.12,0.153,2.26E-05,0.843,0.822,105.005,4,231213,59,12
1/1/2001,day,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,4,209267,76,15
11/19/2010,day,0.726,0.631,11,-8.136,0,0.0334,0.22,0,0.193,0.746,124.711,4,239240,56,6
1/1/2002,day,0.16,0.591,8,-3.838,1,0.0381,0.93,0.0379,0.497,0.306,85.364,4,168147,5,81
2001,year,0.735,0.844,1,-5.215,1,0.167,0.142,0,0.319,0.742,156.069,4,286427,56,27
4/24/2001,day,0.545,0.498,2,-7.286,1,0.0266,0.195,0,0.169,0.363,127.604,4,270107,42,23
11/7/2000,day,0.737,0.258,10,-7.784,1,0.0528,0.259,2.71E-06,0.101,0.83,61.028,4,245867,47,34
9/11/2001,day,0.745,0.451,11,-6.314,0,0.112,0.212,0,0.0975,0.481,143.908,4,246178,45,99
1/1/2001,day,0.723,0.833,7,-4.879,1,0.15,0.123,0,0.272,0.616,82.741,4,287867,52,25
1/18/2001,day,0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,4,250707,69,38
10/24/2000,day,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.20E-06,0.536,0.299,105.076,4,208960,76,36
10/30/2015,day,0.798,0.62,9,-8.202,1,0.148,0.00779,0,0.148,0.14,130.017,4,212308,32,80
5/17/2003,day,0.369,0.971,7,-3.318,1,0.0685,0.15,0.00261,0.992,0.758,114.049,4,198267,20,60
6/26/2001,day,0.689,0.922,11,-4.56,1,0.0372,0.0143,0,0.335,0.72,103.975,4,247867,44,2
1/1/2001,day,0.402,0.914,9,-5.215,1,0.142,0.000579,0,0.065,0.626,196.505,4,178267,73,79
7/3/2001,day,0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.86,129.491,5,232573,68,66
2000,year,0.487,0.702,7,-6.043,1,0.0238,0.00528,4.97E-06,0.129,0.306,95.982,4,265907,61,97
6/5/2001,day,0.36,0.418,6,-7.301,1,0.0284,0.477,8.92E-06,0.101,0.33,137.803,4,221893,33,44
5/1/2001,day,0.691,0.366,6,-7.565,1,0.028,0.565,0,0.127,0.278,88.782,4,217667,39,66
1/1/2001,day,0.908,0.557,8,-4.243,0,0.107,0.242,0,0.0709,0.897,90.032,4,230133,75,3
8/14/2000,day,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,4,257200,63,24
9/11/2001,day,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,4,240627,63,44
2001,year,0.599,0.776,5,-5.292,1,0.0437,0.0443,0,0.0379,0.831,117.912,4,210427,38,73
10/25/2001,day,0.423,0.864,6,-6.817,0,0.395,0.0283,0,0.375,0.698,100.316,4,259042,24,2
6/19/2001,day,0.752,0.575,8,-5.254,1,0.0549,0.077,0,0.125,0.569,86.004,4,206067,53,15
9/19/2000,day,0.291,0.735,9,-4.767,1,0.0415,0.000374,4.53E-06,0.0808,0.19,175.978,4,195467,52,8
,,,,,,,,,,,,,,,,47
9/8/2009,day,0.512,0.886,4,-5.906,1,0.0402,0.0661,0.00165,0.863,0.693,137.763,4,268613,47,27
2001,year,0.916,0.821,4,-4.118,0,0.15,0.0528,0,0.0635,0.592,90.04,4,306440,51,26
3/20/2001,day,0.933,0.561,11,-5.961,1,0.122,0.0275,0,0.102,0.586,139.976,4,254400,60,64
1/1/2001,day,0.559,0.972,6,-3.524,1,0.0639,0.0198,6.47E-06,0.393,0.919,82.336,4,183400,61,15
8/7/2001,day,0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.726,93.985,4,266893,72,33
10/30/2001,day,0.907,0.66,9,-5.585,0,0.222,0.229,1.41E-06,0.326,0.833,97.009,4,188027,33,25
4/27/2015,day,0.578,0.87,0,-6.422,0,0.0323,0.00268,0.412,0.0346,0.667,139.992,4,227133,58,17
7/18/2000,day,0.717,0.402,1,-9.712,1,0.0316,0.0187,0.0113,0.0994,0.453,140.418,4,255733,53,25
1/1/2001,day,0.695,0.595,1,-9.091,1,0.194,0.18,1.20E-05,0.087,0.746,168.136,4,257000,48,1
10/23/2012,day,0.603,0.707,2,-6.215,1,0.0804,0.118,0,0.14,0.455,141.837,4,299400,29,95
1/1/2001,day,0.709,0.449,4,-7.251,0,0.04,0.24,0,0.134,0.204,113.023,4,346467,52,91
10/26/1999,day,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4,232453,75,60
3/13/2001,day,0.78,0.572,0,-6.797,1,0.0951,0.0618,0,0.0495,0.695,100.999,4,263866,56,65
,,,,,,,,,,,,,,,,64
1/1/2001,day,0.738,0.914,2,-4.203,1,0.0434,0.144,0.00099,0.182,0.935,127.885,4,272360,49,19
5/15/2001,day,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,3,403533,70,9
1/1/2001,day,0.86,0.688,9,-7.203,0,0.434,0.399,0,0.67,0.622,100.934,4,303027,61,52
2001,year,0.663,0.694,10,-8.627,0,0.171,0.0253,0,0.0698,0.525,167.953,4,340920,72,78
1/1/2001,day,0.39,0.967,10,-1.946,1,0.0644,0.000758,1.74E-05,0.302,0.488,151.944,4,188840,65,3
6/12/2001,day,0.675,0.775,4,-5.772,1,0.0522,0.0387,0,0.383,0.933,99.945,4,217853,59,67
2001,year,0.677,0.52,4,-6.255,0,0.334,0.00277,0,0.0532,0.768,203.862,4,193093,65,24
1/1/2008,day,0.672,0.864,7,-3.669,1,0.0453,0.286,0,0.144,0.812,123.903,4,165133,43,57
1/1/2007,day,0.496,0.94,2,-3.332,1,0.0373,0.289,0,0.251,0.95,158.967,4,186293,50,41
2/27/2001,day,0.406,0.73,9,-6.278,1,0.0315,0.0471,0,0.229,0.207,170.032,4,242000,57,13
2001,year,0.644,0.473,0,-5.201,1,0.0282,0.205,0,0.183,0.252,126.925,4,281427,53,4
6/13/2000,day,0.817,0.585,5,-4.688,1,0.0301,0.439,0,0.147,0.916,105.014,4,218440,72,27
2000,year,0.583,0.652,7,-6.255,1,0.0244,0.0405,0.000378,0.0781,0.352,97.469,4,249840,57,35
1/1/2000,day,0.507,0.843,11,-3.421,1,0.108,0.274,0,0.295,0.504,193.708,4,182613,46,22
12/31/2006,day,0.689,0.978,1,-4.184,0,0.0487,0.000347,0.719,0.298,0.957,119.898,4,225360,35,3
7/17/2001,day,0.647,0.818,9,-3.47,0,0.0647,0.234,1.89E-05,0.216,0.816,180.019,4,183560,52,5
8/28/2001,day,0.802,0.341,7,-8.56,1,0.488,0.169,0,0.0783,0.849,166.01,4,197760,69,30
1/1/2001,day,0.503,0.671,1,-5.717,1,0.0284,0.093,3.37E-05,0.176,0.381,140.115,4,200093,43,35
9/16/2022,day,0.67,0.83,1,-3.801,1,0.484,0.18,0,0.241,0.609,118.701,4,253067,0,31
8/27/2001,day,0.897,0.466,10,-9.053,0,0.203,0.187,1.35E-06,0.0757,0.884,100.01,4,223133,59,22
2/21/2000,day,0.725,0.733,0,-6.66,1,0.0242,0.508,0,0.173,0.843,100.311,4,219827,44,13
1/1/2000,day,0.7,0.632,10,-7.911,0,0.259,0.107,1.11E-06,0.0911,0.772,77.918,4,286440,38,26
5/1/2001,day,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11E-06,0.152,0.637,103.376,4,207907,65,33
1/9/2001,day,0.792,0.454,5,-6.098,1,0.0607,0.00746,1.60E-05,0.256,0.0599,108.415,4,263200,42,22
7/31/2001,day,0.605,0.609,7,-7.063,1,0.0278,0.188,0,0.0982,0.275,119.914,4,230333,63,56
6/1/1999,day,0.722,0.595,1,-9.928,0,0.0415,0.284,0.00054,0.0694,0.738,79.981,4,217827,61,85
2007,year,0.325,0.532,8,-7.208,1,0.0308,0.496,0,0.134,0.162,129.021,4,220840,54,1
11/21/2000,day,0.58,0.729,4,-6.705,0,0.0287,0.0102,0,0.0805,0.483,80.061,4,224933,58,95
12/19/2000,day,0.782,0.939,7,-4.51,1,0.1,0.146,0.00586,0.307,0.749,96.02,4,304173,45,18
7/7/2001,day,0.728,0.512,11,-9.199,0,0.29,0.3,0,0.113,0.824,147.17,4,242827,56,3
1/1/2001,day,0.733,0.794,7,-6.909,1,0.223,0.259,0,0.483,0.832,95.877,4,175560,57,10
6/5/2001,day,0.659,0.966,8,-2.783,0,0.0538,0.0279,8.25E-05,0.0489,0.687,93.008,4,193600,41,27
11/24/2014,day,0.762,0.714,1,-4.999,1,0.211,0.0182,0,0.353,0.696,125.28,4,303667,31,96
9/18/2001,day,0.882,0.81,4,-5.957,0,0.22,0.0631,3.84E-06,0.102,0.79,95.329,4,225027,47,59
7/24/2001,day,0.931,0.484,5,-7.735,0,0.221,0.218,1.54E-05,0.0705,0.664,100.967,4,218560,35,8
8/1/2000,day,0.566,0.887,6,-3.583,1,0.034,0.137,0,0.081,0.704,109.806,4,224400,28,15
2001,year,0.662,0.926,8,-5.202,1,0.156,0.0632,3.28E-06,0.308,0.918,78.053,4,192493,38,19
1/1/2001,day,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,4,225493,71,81
9/11/2001,day,0.731,0.897,1,-2.845,1,0.113,0.195,0,0.391,0.832,103.001,4,270400,42,63
2000,year,0.483,0.785,10,-6.265,0,0.042,0.16,0,0.0767,0.738,160.086,4,230093,49,46
,,,,,,,,,,,,,,,,39
2001,year,0.41,0.959,9,-4.563,1,0.0869,0.000324,0,0.0766,0.83,193.155,4,171600,71,83
3/27/2001,day,0.377,0.395,3,-8.622,1,0.0332,0.61,0,0.295,0.221,133.296,4,253373,59,2
6/19/2001,day,0.89,0.701,7,-4.954,1,0.205,0.0681,0,0.243,0.728,100.018,4,227267,43,60
2001,year,0.784,0.518,7,-4.828,1,0.0496,0.0684,1.55E-06,0.0646,0.491,89.591,4,300160,54,26
1/1/2000,day,0.504,0.596,5,-4.412,1,0.0279,0.239,0,0.0972,0.168,142.051,4,209933,31,71
5/23/2000,day,0.278,0.87,10,-5.368,1,0.0547,0.13,0,0.286,0.577,171.992,4,302107,48,24
6/27/2000,day,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.80E-06,0.244,0.722,101.875,4,291782,76,30
,,,,,,,,,,,,,,,,56
7/24/2001,day,0.706,0.861,11,-6.684,1,0.154,0.0341,0,0.127,0.923,119.946,4,238427,57,60
8/15/2000,day,0.768,0.7,1,-8.021,1,0.305,0.00185,0,0.0901,0.659,79.996,3,302106,45,48
10/10/2000,day,0.584,0.509,8,-10.338,1,0.0279,0.0234,0.00017,0.0808,0.387,138.022,4,287733,51,3
1/1/2000,day,0.562,0.292,4,-10.377,1,0.0284,0.46,0,0.0926,0.235,128.701,4,215293,29,91
12/10/2002,day,0.848,0.668,11,-5.057,0,0.0804,0.00997,0.000162,0.229,0.789,97.488,4,236853,17,19
2003,year,0.725,0.822,9,-10.059,1,0.0402,0.0111,0,0.0938,0.581,127.969,4,223040,34,94
2000,year,0.758,0.82,2,-4.42,0,0.0755,0.0253,0.00105,0.0697,0.801,94.606,4,212867,43,35
2001,year,0.67,0.823,5,-10.592,1,0.033,0.00436,0.000192,0.318,0.787,117.44,4,260133,49,78
9/15/2001,day,0.768,0.541,6,-5.183,0,0.1,0.286,0,0.107,0.645,95.715,4,265588,41,90
6/26/2001,day,0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18E-06,0.654,0.639,109.902,4,267960,66,70
5/29/2001,day,0.6,0.44,0,-10.79,1,0.0291,0.332,0,0.148,0.381,80.334,4,247173,39,49
9/23/2003,day,0.92,0.487,10,-5.578,0,0.182,0.0103,0,0.0411,0.806,92.836,4,241400,52,37
1/23/2001,day,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,4,211493,57,11
10/19/1999,day,0.522,0.747,1,-4.789,1,0.0297,0.235,1.06E-05,0.0964,0.645,82.85,4,182103,63,1
2000,year,0.923,0.768,1,-7.321,1,0.0674,0.119,0,0.0689,0.96,94.013,4,123960,66,51
11/6/2000,day,0.687,0.34,0,-11.972,1,0.0258,0.764,0.000224,0.106,0.195,83.83,4,207400,30,6
2001,year,0.764,0.671,6,-9.056,0,0.0866,0.000663,0,0.054,0.696,101.008,4,266147,57,18
9/11/2001,day,0.789,0.654,0,-5.284,1,0.118,0.035,1.65E-05,0.0658,0.83,104.993,4,270884,40,42
1/1/2001,day,0.82,0.761,1,-2.714,1,0.219,0.0481,0,0.218,0.584,97.423,4,221000,36,70
2000,year,0.623,0.607,10,-5.113,1,0.0353,0.147,3.29E-06,0.227,0.614,89.654,4,243160,70,52
1/1/2001,day,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,3,329933,65,85
4/24/2001,day,0.657,0.513,10,-8.514,1,0.024,0.199,0,0.0994,0.56,101.815,4,235760,40,31
10/29/2001,day,0.77,0.855,1,-0.949,0,0.0539,0.00504,9.77E-05,0.319,0.82,90.009,4,264093,38,3
1/1/2000,day,0.681,0.62,3,-7.68,1,0.0268,0.601,0.000318,0.128,0.482,116.983,4,246667,28,9
5/23/2000,day,0.544,0.659,9,-7.191,1,0.0298,0.427,1.33E-06,0.126,0.361,109.933,4,274933,64,1
1/1/2000,day,0.385,0.443,7,-9.627,0,0.0295,0.0632,0,0.0898,0.275,151.278,4,294533,67,25
1/1/2000,day,0.634,0.551,10,-5.698,1,0.208,0.265,0,0.204,0.343,72.202,4,317733,42,48
1/1/2001,day,0.849,0.61,6,-7.295,0,0.288,0.0294,0,0.271,0.673,94.836,4,256440,38,51
5/1/2001,day,0.514,0.911,1,-2.027,0,0.41,0.0559,0,0.775,0.619,161.109,4,254027,71,5
6/5/2001,day,0.846,0.58,10,-6.533,0,0.0432,0.0346,4.53E-05,0.285,0.271,94.945,4,275389,50,14
2000,year,0.87,0.653,0,-4.353,1,0.326,0.151,0,0.303,0.755,94.84,4,223000,60,40
3/13/2001,day,0.804,0.362,6,-5.752,1,0.0282,0.0837,0,0.0644,0.384,94.019,4,289267,49,90
10/17/2000,day,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68E-06,0.683,0.609,97.225,4,272973,74,2
9/8/2009,day,0.325,0.887,0,-4.199,1,0.0569,0.144,1.35E-06,0.431,0.705,202.339,4,199413,60,88
9/25/2000,day,0.499,0.708,7,-7.029,1,0.0301,0.00626,1.15E-05,0.0423,0.617,158.785,4,203067,53,50
2001,year,0.697,0.925,3,-4.209,0,0.216,0.0614,0,0.095,0.678,96.951,4,295827,61,38
3/20/2001,day,0.935,0.78,6,-5.795,0,0.197,0.0158,0,0.164,0.918,123.895,4,226160,54,75
7/10/2000,day,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,266773,90,25
,,,,,,,,,,,,,,,,26
1/1/2001,day,0.757,0.706,8,-6.665,1,0.203,0.0267,0,0.197,0.375,96.976,4,266507,58,18
10/1/2000,day,0.595,0.653,7,-4.935,1,0.0265,0.246,0,0.264,0.542,128.93,4,241533,72,50
6/12/2000,day,0.636,0.531,5,-5.593,1,0.0273,0.508,0,0.0952,0.496,122.918,4,240640,52,48
10/31/2000,day,0.725,0.64,5,-7.905,0,0.332,0.0281,0,0.099,0.915,166.028,3,240027,73,80
11/6/2000,day,0.656,0.724,6,-5.465,0,0.124,0.00395,4.98E-05,0.269,0.62,185.748,4,283533,50,52
,,,,,,,,,,,,,,,,33
5/14/2001,day,0.811,0.563,10,-9.452,0,0.0412,0.27,0.00159,0.132,0.632,127.987,4,260680,39,10
,,,,,,,,,,,,,,,,30
6/2/2008,day,0.61,0.723,4,-7.572,1,0.0422,0.0103,0.0447,0.0748,0.45,97.147,4,229733,48,81
1/1/2001,day,0.612,0.579,1,-6.417,0,0.0553,0.285,0,0.0556,0.716,86.31,4,284667,60,26
8/8/2000,day,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531,4,235133,74,85
1/1/2000,day,0.569,0.385,1,-9.919,0,0.0499,0.342,0,0.0876,0.339,99.738,4,304667,57,38
9/19/2000,day,0.67,0.627,8,-9.497,1,0.0478,0.201,0.00161,0.154,0.582,104.988,4,283893,34,14
5/22/2001,day,0.815,0.832,1,-7.295,1,0.033,0.165,0.00142,0.0732,0.802,132.968,4,209787,40,4
4/18/2000,day,0.767,0.759,6,-6.516,1,0.117,0.0513,0,0.31,0.677,89.989,4,213027,58,1
,,,,,,,,,,,,,,,,24
9/1/2015,day,0.65,0.883,9,-5.318,1,0.0321,0.0773,0,0.0996,0.685,104.003,4,209520,37,23
1/1/2000,day,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33E-05,0.105,0.789,79.166,4,231667,70,59
1/1/2000,day,0.831,0.79,1,-4.714,0,0.165,0.0024,0,0.0515,0.791,93.14,4,262827,64,1
1/1/2001,day,0.461,0.755,7,-3.71,1,0.0318,0.0178,1.13E-06,0.18,0.439,124.256,4,236627,55,8
2000,year,0.506,0.951,9,-4.305,0,0.0796,0.0109,7.18E-05,0.0536,0.748,199.811,4,233173,35,44
6/2/2001,day,0.785,0.539,7,-8.23,1,0.0505,0.0134,8.61E-06,0.0528,0.721,137.999,4,264467,37,4
7/18/2000,day,0.713,0.541,6,-9.295,0,0.248,0.0617,0.000137,0.112,0.28,75.714,4,280973,55,8
6/12/2001,day,0.667,0.92,10,-4.117,0,0.0471,0.087,9.95E-05,0.137,0.932,91.016,4,182560,9,83
1/1/2001,day,0.77,0.86,6,-3.702,1,0.19,0.0159,0.000713,0.0682,0.547,96.428,4,281907,68,97
6/14/1999,day,0.429,0.565,6,-7.274,1,0.025,0.0142,3.72E-06,0.101,0.192,85.716,4,270800,58,15
11/4/1999,day,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,4,216733,73,43
3/5/2001,day,0.517,0.89,9,-4.033,1,0.0539,0.005,1.47E-05,0.0824,0.632,118.009,4,214333,62,81
2/27/2000,day,0.463,0.674,7,-5.422,1,0.0319,0.0115,0,0.123,0.259,84.039,4,255234,59,47
